"","Race","Happy_level","Year"
"57258","White","Pretty happy",2021
"57259","White","Pretty happy",2021
"57260","White","Pretty happy",2021
"57261","White","Not too happy",2021
"57262","White","Pretty happy",2021
"57263","White","Pretty happy",2021
"57264","White","Pretty happy",2021
"57265","Black","Not too happy",2021
"57266","White","Very happy",2021
"57267","White","Not too happy",2021
"57268","White","Very happy",2021
"57269","White","Pretty happy",2021
"57270","White","Pretty happy",2021
"57271","White","Very happy",2021
"57272","White","Very happy",2021
"57273","White","Very happy",2021
"57274","White","Not too happy",2021
"57275","White","Pretty happy",2021
"57276","White","Pretty happy",2021
"57277","White","Pretty happy",2021
"57278","White","Pretty happy",2021
"57279","White","Pretty happy",2021
"57280","White","Pretty happy",2021
"57281","White","Not too happy",2021
"57282","White","Pretty happy",2021
"57283","White","Pretty happy",2021
"57284","White","Pretty happy",2021
"57285","White","Not too happy",2021
"57286","White","Pretty happy",2021
"57287","White","Very happy",2021
"57288","White","Not too happy",2021
"57289","White","Pretty happy",2021
"57290","White","Pretty happy",2021
"57291","White","Pretty happy",2021
"57292","White","Pretty happy",2021
"57293","White","Pretty happy",2021
"57294","White","Pretty happy",2021
"57295","White","Pretty happy",2021
"57296","White","Not too happy",2021
"57297","White","Very happy",2021
"57298","White","Not too happy",2021
"57299","White","Pretty happy",2021
"57300","White","Very happy",2021
"57301","White","Not too happy",2021
"57302","Others","Not too happy",2021
"57303","White","Pretty happy",2021
"57304","Others","Pretty happy",2021
"57305","Others","Not too happy",2021
"57306","White","Pretty happy",2021
"57307","White","Pretty happy",2021
"57308","White","Very happy",2021
"57309","White","Not too happy",2021
"57310","Others","Very happy",2021
"57311","White","Pretty happy",2021
"57312","White","Not too happy",2021
"57313","Others","Very happy",2021
"57314","White","Pretty happy",2021
"57315","White","Very happy",2021
"57316","Others","Very happy",2021
"57317","Black","Very happy",2021
"57318","White","Very happy",2021
"57319","White","Pretty happy",2021
"57320","White","Very happy",2021
"57321","Black","Pretty happy",2021
"57322","White","Not too happy",2021
"57323","White","Pretty happy",2021
"57324","White","Not too happy",2021
"57325","Others","Pretty happy",2021
"57326","White","Very happy",2021
"57327","White","Not too happy",2021
"57328","Others","Pretty happy",2021
"57329","White","Very happy",2021
"57330","Black","Not too happy",2021
"57331","White","Pretty happy",2021
"57332","Black","Not too happy",2021
"57333","White","Pretty happy",2021
"57334","White","Pretty happy",2021
"57335","Black","Pretty happy",2021
"57336","White","Pretty happy",2021
"57337","White","Pretty happy",2021
"57338","Others","Very happy",2021
"57339","Others","Very happy",2021
"57340","White","Pretty happy",2021
"57341","White","Pretty happy",2021
"57342","White","Pretty happy",2021
"57343","White","Pretty happy",2021
"57344","White","Pretty happy",2021
"57345","White","Pretty happy",2021
"57346","White","Very happy",2021
"57347","Others","Very happy",2021
"57348","White","Pretty happy",2021
"57349","White","Pretty happy",2021
"57350","White","Pretty happy",2021
"57351","White","Pretty happy",2021
"57352","White","Not too happy",2021
"57353","White","Very happy",2021
"57354","White","Pretty happy",2021
"57355","White","Pretty happy",2021
"57356","White","Pretty happy",2021
"57357","White","Pretty happy",2021
"57358","Black","Very happy",2021
"57359","Black","Pretty happy",2021
"57360","Black","Pretty happy",2021
"57361","White","Pretty happy",2021
"57362","Black","Pretty happy",2021
"57363","White","Pretty happy",2021
"57364","White","Pretty happy",2021
"57365","White","Not too happy",2021
"57366","White","Pretty happy",2021
"57367","White","Pretty happy",2021
"57368","White","Pretty happy",2021
"57369","White","Very happy",2021
"57370","White","Very happy",2021
"57371","White","Pretty happy",2021
"57372","White","Pretty happy",2021
"57373","White","Not too happy",2021
"57374","White","Pretty happy",2021
"57375","White","Pretty happy",2021
"57376","Black","Pretty happy",2021
"57377","White","Pretty happy",2021
"57378","White","Pretty happy",2021
"57379","White","Pretty happy",2021
"57380","White","Pretty happy",2021
"57381","White","Not too happy",2021
"57382","White","Pretty happy",2021
"57383","Black","Pretty happy",2021
"57384","White","Pretty happy",2021
"57385","White","Pretty happy",2021
"57386","White","Not too happy",2021
"57387","White","Not too happy",2021
"57388","Black","Pretty happy",2021
"57389","White","Pretty happy",2021
"57390","White","Pretty happy",2021
"57391","Others","Pretty happy",2021
"57392","Black","Pretty happy",2021
"57393","White","Not too happy",2021
"57394","Black","Pretty happy",2021
"57395","White","Very happy",2021
"57396","White","Pretty happy",2021
"57397","Black","Not too happy",2021
"57398","White","Pretty happy",2021
"57399","Black","Very happy",2021
"57400","White","Not too happy",2021
"57401","Others","Not too happy",2021
"57402","White","Pretty happy",2021
"57403","White","Not too happy",2021
"57404","White","Pretty happy",2021
"57405","White","Very happy",2021
"57406","White","Pretty happy",2021
"57407","Black","Pretty happy",2021
"57408","White","Very happy",2021
"57409","White","Very happy",2021
"57410","Black","Not too happy",2021
"57411","White","Not too happy",2021
"57412","Others","Pretty happy",2021
"57413","Black","Pretty happy",2021
"57414","White","Pretty happy",2021
"57415","Black","Pretty happy",2021
"57416","White","Pretty happy",2021
"57417","White","Pretty happy",2021
"57418","Black","Very happy",2021
"57419","Black","Pretty happy",2021
"57420","White","Very happy",2021
"57421","White","Not too happy",2021
"57422","White","Pretty happy",2021
"57423","Others","Pretty happy",2021
"57424","White","Not too happy",2021
"57425","Black","Not too happy",2021
"57426","Black","Pretty happy",2021
"57427","Black","Pretty happy",2021
"57428","White","Pretty happy",2021
"57429","Others","Very happy",2021
"57430","White","Very happy",2021
"57431","White","Very happy",2021
"57432","White","Very happy",2021
"57433","White","Not too happy",2021
"57434","White","Pretty happy",2021
"57435","White","Not too happy",2021
"57436","White","Pretty happy",2021
"57437","White","Pretty happy",2021
"57438","White","Not too happy",2021
"57439","White","Not too happy",2021
"57440","White","Pretty happy",2021
"57441","Black","Pretty happy",2021
"57442","White","Pretty happy",2021
"57443","Others","Pretty happy",2021
"57444","Black","Very happy",2021
"57445","White","Pretty happy",2021
"57446","Black","Pretty happy",2021
"57447","White","Not too happy",2021
"57448","White","Very happy",2021
"57449","White","Pretty happy",2021
"57450","White","Pretty happy",2021
"57451","White","Pretty happy",2021
"57452","White","Pretty happy",2021
"57453","White","Pretty happy",2021
"57454","Black","Not too happy",2021
"57455","White","Very happy",2021
"57456","White","Pretty happy",2021
"57457","White","Pretty happy",2021
"57458","Others","Pretty happy",2021
"57459","White","Very happy",2021
"57460","White","Pretty happy",2021
"57461","White","Pretty happy",2021
"57462","White","Not too happy",2021
"57463","Others","Pretty happy",2021
"57464","White","Not too happy",2021
"57465","Black","Very happy",2021
"57466","White","Pretty happy",2021
"57467","White","Very happy",2021
"57468","Black","Pretty happy",2021
"57469","Black","Pretty happy",2021
"57470","Black","Pretty happy",2021
"57471","Black","Pretty happy",2021
"57472","Black","Very happy",2021
"57473","Black","Not too happy",2021
"57474","Others","Pretty happy",2021
"57475","White","Not too happy",2021
"57476","White","Pretty happy",2021
"57477","White","Pretty happy",2021
"57478","White","Pretty happy",2021
"57479","White","Pretty happy",2021
"57480","Black","Pretty happy",2021
"57481","Black","Very happy",2021
"57482","White","Not too happy",2021
"57483","White","Pretty happy",2021
"57484","White","Pretty happy",2021
"57485","Black","Pretty happy",2021
"57486","Black","Very happy",2021
"57487","Black","Pretty happy",2021
"57488","White","Pretty happy",2021
"57489","Black","Pretty happy",2021
"57490","White","Pretty happy",2021
"57491","White","Very happy",2021
"57492","White","Very happy",2021
"57493","White","Pretty happy",2021
"57494","White","Pretty happy",2021
"57495","White","Very happy",2021
"57496","White","Pretty happy",2021
"57497","Black","Pretty happy",2021
"57498","White","Not too happy",2021
"57499","White","Not too happy",2021
"57500","White","Very happy",2021
"57501","White","Pretty happy",2021
"57502","White","Pretty happy",2021
"57503","White","Not too happy",2021
"57504","White","Very happy",2021
"57505","Black","Not too happy",2021
"57506","Black","Very happy",2021
"57507","White","Pretty happy",2021
"57508","White","Pretty happy",2021
"57509","White","Pretty happy",2021
"57510","White","Pretty happy",2021
"57511","White","Very happy",2021
"57512","White","Not too happy",2021
"57513","White","Pretty happy",2021
"57514","White","Pretty happy",2021
"57515","White","Pretty happy",2021
"57516","White","Pretty happy",2021
"57517","White","Very happy",2021
"57518","White","Pretty happy",2021
"57519","White","Very happy",2021
"57520","White","Not too happy",2021
"57521","White","Pretty happy",2021
"57522","Black","Not too happy",2021
"57523","White","Pretty happy",2021
"57524","White","Not too happy",2021
"57525","White","Not too happy",2021
"57526","Black","Pretty happy",2021
"57527","White","Pretty happy",2021
"57528","White","Not too happy",2021
"57529","White","Pretty happy",2021
"57530","White","Very happy",2021
"57531","White","Pretty happy",2021
"57532","White","Very happy",2021
"57533","White","Not too happy",2021
"57534","Black","Pretty happy",2021
"57535","Black","Not too happy",2021
"57536","White","Pretty happy",2021
"57537","Black","Not too happy",2021
"57538","White","Not too happy",2021
"57539","White","Very happy",2021
"57540","White","Pretty happy",2021
"57541","White","Very happy",2021
"57542","White","Not too happy",2021
"57543","White","Very happy",2021
"57544","White","Pretty happy",2021
"57545","Black","Pretty happy",2021
"57546","White","Very happy",2021
"57547","White","Pretty happy",2021
"57548","White","Pretty happy",2021
"57549","Black","Not too happy",2021
"57550","White","Pretty happy",2021
"57551","White","Very happy",2021
"57552","White","Pretty happy",2021
"57553","White","Very happy",2021
"57554","White","Pretty happy",2021
"57555","White","Not too happy",2021
"57556","White","Pretty happy",2021
"57557","Black","Not too happy",2021
"57558","White","Not too happy",2021
"57559","White","Pretty happy",2021
"57560","White","Pretty happy",2021
"57561","White","Pretty happy",2021
"57562","White","Very happy",2021
"57563","White","Pretty happy",2021
"57564","White","Pretty happy",2021
"57565","White","Pretty happy",2021
"57566","Black","Not too happy",2021
"57567","White","Pretty happy",2021
"57568","White","Pretty happy",2021
"57569","White","Pretty happy",2021
"57570","Black","Not too happy",2021
"57571","White","Pretty happy",2021
"57572","White","Pretty happy",2021
"57573","White","Pretty happy",2021
"57574","White","Pretty happy",2021
"57575","White","Not too happy",2021
"57576","White","Pretty happy",2021
"57577","White","Very happy",2021
"57578","White","Very happy",2021
"57579","White","Pretty happy",2021
"57580","White","Pretty happy",2021
"57581","White","Pretty happy",2021
"57582","White","Not too happy",2021
"57583","White","Pretty happy",2021
"57584","White","Pretty happy",2021
"57585","Others","Pretty happy",2021
"57586","Others","Not too happy",2021
"57587","White","Pretty happy",2021
"57588","White","Not too happy",2021
"57589","White","Pretty happy",2021
"57590","White","Very happy",2021
"57591","White","Not too happy",2021
"57592","White","Very happy",2021
"57593","White","Pretty happy",2021
"57594","White","Pretty happy",2021
"57595","White","Pretty happy",2021
"57596","White","Pretty happy",2021
"57597","White","Not too happy",2021
"57598","White","Not too happy",2021
"57599","White","Pretty happy",2021
"57600","White","Not too happy",2021
"57601","Others","Very happy",2021
"57602","White","Pretty happy",2021
"57603","Black","Pretty happy",2021
"57604","White","Very happy",2021
"57605","White","Pretty happy",2021
"57606","White","Pretty happy",2021
"57607","White","Very happy",2021
"57608","White","Very happy",2021
"57609","White","Pretty happy",2021
"57610","White","Not too happy",2021
"57611","White","Not too happy",2021
"57612","White","Pretty happy",2021
"57613","White","Not too happy",2021
"57614","White","Pretty happy",2021
"57615","White","Very happy",2021
"57616","Black","Pretty happy",2021
"57617","White","Very happy",2021
"57618","White","Very happy",2021
"57619","White","Pretty happy",2021
"57620","Black","Pretty happy",2021
"57621","White","Pretty happy",2021
"57622","White","Not too happy",2021
"57623","White","Very happy",2021
"57624","Black","Pretty happy",2021
"57625","White","Very happy",2021
"57626","Black","Not too happy",2021
"57627","White","Pretty happy",2021
"57628","White","Pretty happy",2021
"57629","White","Not too happy",2021
"57630","White","Pretty happy",2021
"57631","Black","Very happy",2021
"57632","White","Pretty happy",2021
"57633","White","Pretty happy",2021
"57634","White","Not too happy",2021
"57635","White","Pretty happy",2021
"57636","White","Very happy",2021
"57637","White","Pretty happy",2021
"57638","White","Not too happy",2021
"57639","Black","Pretty happy",2021
"57640","White","Very happy",2021
"57641","White","Pretty happy",2021
"57642","White","Pretty happy",2021
"57643","White","Not too happy",2021
"57644","White","Pretty happy",2021
"57645","White","Pretty happy",2021
"57646","White","Pretty happy",2021
"57647","White","Very happy",2021
"57648","White","Pretty happy",2021
"57649","Others","Very happy",2021
"57650","White","Pretty happy",2021
"57651","White","Pretty happy",2021
"57652","White","Very happy",2021
"57653","White","Not too happy",2021
"57654","White","Pretty happy",2021
"57655","White","Pretty happy",2021
"57656","White","Pretty happy",2021
"57657","White","Pretty happy",2021
"57658","White","Pretty happy",2021
"57659","White","Very happy",2021
"57660","White","Very happy",2021
"57661","White","Pretty happy",2021
"57662","White","Pretty happy",2021
"57663","White","Not too happy",2021
"57664","Others","Not too happy",2021
"57665","White","Pretty happy",2021
"57666","White","Very happy",2021
"57667","White","Not too happy",2021
"57668","White","Very happy",2021
"57669","White","Pretty happy",2021
"57670","White","Pretty happy",2021
"57671","Black","Pretty happy",2021
"57672","White","Not too happy",2021
"57673","White","Pretty happy",2021
"57674","White","Very happy",2021
"57675","White","Very happy",2021
"57676","White","Pretty happy",2021
"57677","White","Very happy",2021
"57678","White","Very happy",2021
"57679","White","Pretty happy",2021
"57680","White","Very happy",2021
"57681","White","Pretty happy",2021
"57682","White","Pretty happy",2021
"57683","White","Pretty happy",2021
"57684","White","Pretty happy",2021
"57685","Black","Pretty happy",2021
"57686","White","Pretty happy",2021
"57687","White","Pretty happy",2021
"57688","White","Not too happy",2021
"57689","Black","Not too happy",2021
"57690","Black","Very happy",2021
"57691","White","Pretty happy",2021
"57692","Black","Very happy",2021
"57693","White","Pretty happy",2021
"57694","White","Pretty happy",2021
"57695","White","Pretty happy",2021
"57696","White","Pretty happy",2021
"57697","White","Very happy",2021
"57698","White","Very happy",2021
"57699","White","Very happy",2021
"57700","White","Not too happy",2021
"57701","White","Pretty happy",2021
"57702","White","Not too happy",2021
"57703","White","Not too happy",2021
"57704","White","Pretty happy",2021
"57705","White","Very happy",2021
"57706","White","Pretty happy",2021
"57707","White","Very happy",2021
"57708","White","Pretty happy",2021
"57709","White","Very happy",2021
"57710","White","Not too happy",2021
"57711","White","Very happy",2021
"57712","White","Very happy",2021
"57713","White","Pretty happy",2021
"57714","White","Very happy",2021
"57715","Black","Pretty happy",2021
"57716","Black","Very happy",2021
"57717","White","Pretty happy",2021
"57718","White","Pretty happy",2021
"57719","White","Not too happy",2021
"57720","Black","Not too happy",2021
"57721","White","Pretty happy",2021
"57722","White","Not too happy",2021
"57723","White","Pretty happy",2021
"57724","White","Not too happy",2021
"57725","Black","Very happy",2021
"57726","White","Pretty happy",2021
"57727","White","Very happy",2021
"57728","White","Pretty happy",2021
"57729","White","Not too happy",2021
"57730","White","Pretty happy",2021
"57731","Others","Pretty happy",2021
"57732","White","Not too happy",2021
"57733","White","Very happy",2021
"57734","Black","Pretty happy",2021
"57735","Black","Pretty happy",2021
"57736","White","Very happy",2021
"57737","Black","Not too happy",2021
"57738","Black","Very happy",2021
"57739","White","Pretty happy",2021
"57740","White","Pretty happy",2021
"57741","Black","Pretty happy",2021
"57742","Black","Very happy",2021
"57743","White","Pretty happy",2021
"57744","White","Pretty happy",2021
"57745","White","Pretty happy",2021
"57746","White","Pretty happy",2021
"57747","White","Pretty happy",2021
"57748","White","Pretty happy",2021
"57749","White","Very happy",2021
"57750","White","Pretty happy",2021
"57751","Black","Pretty happy",2021
"57752","White","Pretty happy",2021
"57753","White","Not too happy",2021
"57754","White","Very happy",2021
"57755","White","Very happy",2021
"57756","White","Pretty happy",2021
"57757","White","Not too happy",2021
"57758","White","Not too happy",2021
"57759","White","Pretty happy",2021
"57760","White","Pretty happy",2021
"57761","White","Not too happy",2021
"57762","Others","Pretty happy",2021
"57763","White","Pretty happy",2021
"57764","White","Not too happy",2021
"57765","White","Pretty happy",2021
"57766","White","Pretty happy",2021
"57767","White","Pretty happy",2021
"57768","White","Not too happy",2021
"57769","Black","Pretty happy",2021
"57770","Black","Pretty happy",2021
"57771","Black","Pretty happy",2021
"57772","White","Pretty happy",2021
"57773","White","Very happy",2021
"57774","White","Pretty happy",2021
"57775","White","Very happy",2021
"57776","Black","Pretty happy",2021
"57777","White","Pretty happy",2021
"57778","White","Not too happy",2021
"57779","White","Not too happy",2021
"57780","White","Pretty happy",2021
"57781","White","Very happy",2021
"57782","Black","Pretty happy",2021
"57783","White","Not too happy",2021
"57784","White","Not too happy",2021
"57785","White","Very happy",2021
"57786","White","Pretty happy",2021
"57787","White","Not too happy",2021
"57788","White","Pretty happy",2021
"57789","Black","Pretty happy",2021
"57790","White","Very happy",2021
"57791","White","Pretty happy",2021
"57792","White","Not too happy",2021
"57793","White","Pretty happy",2021
"57794","White","Pretty happy",2021
"57795","White","Very happy",2021
"57796","White","Pretty happy",2021
"57797","White","Not too happy",2021
"57798","White","Not too happy",2021
"57799","White","Pretty happy",2021
"57800","White","Not too happy",2021
"57801","White","Pretty happy",2021
"57802","Others","Very happy",2021
"57803","Others","Pretty happy",2021
"57804","White","Pretty happy",2021
"57805","White","Pretty happy",2021
"57806","White","Not too happy",2021
"57807","White","Not too happy",2021
"57808","White","Pretty happy",2021
"57809","Others","Pretty happy",2021
"57810","White","Very happy",2021
"57811","White","Pretty happy",2021
"57812","White","Pretty happy",2021
"57813","Black","Pretty happy",2021
"57814","White","Very happy",2021
"57815","White","Pretty happy",2021
"57816","White","Pretty happy",2021
"57817","White","Pretty happy",2021
"57818","White","Pretty happy",2021
"57819","White","Very happy",2021
"57820","White","Not too happy",2021
"57821","White","Pretty happy",2021
"57822","White","Pretty happy",2021
"57823","White","Pretty happy",2021
"57824","White","Pretty happy",2021
"57825","White","Pretty happy",2021
"57826","White","Pretty happy",2021
"57827","White","Very happy",2021
"57828","White","Not too happy",2021
"57829","White","Very happy",2021
"57830","White","Pretty happy",2021
"57831","White","Very happy",2021
"57832","White","Pretty happy",2021
"57833","Others","Very happy",2021
"57834","White","Very happy",2021
"57835","White","Pretty happy",2021
"57836","Black","Pretty happy",2021
"57837","Black","Pretty happy",2021
"57838","White","Not too happy",2021
"57839","White","Pretty happy",2021
"57840","White","Pretty happy",2021
"57841","White","Not too happy",2021
"57842","White","Not too happy",2021
"57843","White","Pretty happy",2021
"57844","White","Pretty happy",2021
"57845","White","Pretty happy",2021
"57846","White","Very happy",2021
"57847","White","Very happy",2021
"57848","White","Pretty happy",2021
"57849","White","Very happy",2021
"57850","White","Very happy",2021
"57851","White","Pretty happy",2021
"57852","White","Pretty happy",2021
"57853","White","Pretty happy",2021
"57854","Black","Not too happy",2021
"57855","White","Not too happy",2021
"57856","White","Pretty happy",2021
"57857","White","Not too happy",2021
"57858","White","Very happy",2021
"57859","Black","Pretty happy",2021
"57860","White","Pretty happy",2021
"57861","White","Pretty happy",2021
"57862","White","Not too happy",2021
"57863","White","Pretty happy",2021
"57864","White","Not too happy",2021
"57865","White","Very happy",2021
"57866","White","Pretty happy",2021
"57867","White","Pretty happy",2021
"57868","White","Very happy",2021
"57869","White","Pretty happy",2021
"57870","White","Pretty happy",2021
"57871","White","Pretty happy",2021
"57872","White","Not too happy",2021
"57873","White","Very happy",2021
"57874","White","Not too happy",2021
"57875","White","Pretty happy",2021
"57876","White","Pretty happy",2021
"57877","White","Pretty happy",2021
"57878","White","Not too happy",2021
"57879","White","Pretty happy",2021
"57880","White","Pretty happy",2021
"57881","White","Pretty happy",2021
"57882","White","Pretty happy",2021
"57883","White","Not too happy",2021
"57884","White","Pretty happy",2021
"57885","White","Pretty happy",2021
"57886","White","Pretty happy",2021
"57887","White","Pretty happy",2021
"57888","White","Not too happy",2021
"57889","White","Pretty happy",2021
"57890","White","Not too happy",2021
"57891","White","Not too happy",2021
"57892","Black","Pretty happy",2021
"57893","White","Pretty happy",2021
"57894","White","Pretty happy",2021
"57895","White","Pretty happy",2021
"57896","White","Pretty happy",2021
"57897","White","Pretty happy",2021
"57898","White","Pretty happy",2021
"57899","White","Not too happy",2021
"57900","White","Pretty happy",2021
"57901","White","Very happy",2021
"57902","White","Pretty happy",2021
"57903","White","Pretty happy",2021
"57904","White","Very happy",2021
"57905","White","Very happy",2021
"57906","White","Pretty happy",2021
"57907","White","Pretty happy",2021
"57908","White","Pretty happy",2021
"57909","Black","Pretty happy",2021
"57910","White","Not too happy",2021
"57911","White","Pretty happy",2021
"57912","White","Very happy",2021
"57913","White","Not too happy",2021
"57914","White","Not too happy",2021
"57915","White","Pretty happy",2021
"57916","White","Not too happy",2021
"57917","White","Pretty happy",2021
"57918","White","Pretty happy",2021
"57919","White","Pretty happy",2021
"57920","White","Not too happy",2021
"57921","White","Not too happy",2021
"57922","White","Pretty happy",2021
"57923","White","Pretty happy",2021
"57924","White","Pretty happy",2021
"57925","White","Pretty happy",2021
"57926","White","Very happy",2021
"57927","White","Not too happy",2021
"57928","White","Pretty happy",2021
"57929","White","Pretty happy",2021
"57930","White","Very happy",2021
"57931","White","Pretty happy",2021
"57932","Black","Pretty happy",2021
"57933","White","Very happy",2021
"57934","White","Very happy",2021
"57935","White","Pretty happy",2021
"57936","White","Pretty happy",2021
"57937","White","Not too happy",2021
"57938","White","Not too happy",2021
"57939","White","Very happy",2021
"57940","White","Pretty happy",2021
"57941","White","Pretty happy",2021
"57942","White","Very happy",2021
"57943","Others","Not too happy",2021
"57944","White","Not too happy",2021
"57945","Others","Pretty happy",2021
"57946","White","Pretty happy",2021
"57947","White","Not too happy",2021
"57948","White","Pretty happy",2021
"57949","White","Pretty happy",2021
"57950","White","Pretty happy",2021
"57951","White","Not too happy",2021
"57952","White","Pretty happy",2021
"57953","White","Pretty happy",2021
"57954","White","Not too happy",2021
"57955","White","Not too happy",2021
"57956","White","Pretty happy",2021
"57957","White","Very happy",2021
"57958","White","Not too happy",2021
"57959","White","Pretty happy",2021
"57960","White","Pretty happy",2021
"57961","White","Pretty happy",2021
"57962","White","Very happy",2021
"57963","White","Very happy",2021
"57964","White","Not too happy",2021
"57965","White","Pretty happy",2021
"57966","White","Not too happy",2021
"57967","White","Pretty happy",2021
"57968","Others","Not too happy",2021
"57969","White","Pretty happy",2021
"57970","White","Pretty happy",2021
"57971","White","Pretty happy",2021
"57972","White","Pretty happy",2021
"57973","White","Pretty happy",2021
"57974","White","Pretty happy",2021
"57975","White","Not too happy",2021
"57976","White","Not too happy",2021
"57977","White","Pretty happy",2021
"57978","White","Not too happy",2021
"57979","Black","Very happy",2021
"57980","White","Very happy",2021
"57981","White","Pretty happy",2021
"57982","White","Pretty happy",2021
"57983","Black","Pretty happy",2021
"57984","White","Not too happy",2021
"57985","White","Not too happy",2021
"57986","White","Very happy",2021
"57987","White","Pretty happy",2021
"57988","Black","Very happy",2021
"57989","Others","Not too happy",2021
"57990","Black","Very happy",2021
"57991","Black","Pretty happy",2021
"57992","White","Pretty happy",2021
"57993","White","Pretty happy",2021
"57994","White","Not too happy",2021
"57995","Black","Not too happy",2021
"57996","Black","Not too happy",2021
"57997","Black","Not too happy",2021
"57998","White","Pretty happy",2021
"57999","White","Pretty happy",2021
"58000","White","Very happy",2021
"58001","White","Pretty happy",2021
"58002","White","Very happy",2021
"58003","White","Very happy",2021
"58004","White","Pretty happy",2021
"58005","Black","Very happy",2021
"58006","White","Very happy",2021
"58007","White","Not too happy",2021
"58008","White","Not too happy",2021
"58009","White","Not too happy",2021
"58010","White","Pretty happy",2021
"58011","White","Not too happy",2021
"58012","White","Very happy",2021
"58013","White","Pretty happy",2021
"58014","White","Pretty happy",2021
"58015","White","Pretty happy",2021
"58016","White","Not too happy",2021
"58017","White","Pretty happy",2021
"58018","White","Not too happy",2021
"58019","White","Not too happy",2021
"58020","Black","Pretty happy",2021
"58021","White","Not too happy",2021
"58022","White","Very happy",2021
"58023","White","Not too happy",2021
"58024","White","Not too happy",2021
"58025","White","Pretty happy",2021
"58026","White","Pretty happy",2021
"58027","Others","Pretty happy",2021
"58028","White","Not too happy",2021
"58029","White","Not too happy",2021
"58030","White","Pretty happy",2021
"58031","White","Not too happy",2021
"58032","White","Pretty happy",2021
"58033","White","Not too happy",2021
"58034","White","Not too happy",2021
"58035","White","Not too happy",2021
"58036","White","Pretty happy",2021
"58037","White","Pretty happy",2021
"58038","White","Very happy",2021
"58039","White","Pretty happy",2021
"58040","White","Pretty happy",2021
"58041","White","Very happy",2021
"58042","White","Not too happy",2021
"58043","White","Pretty happy",2021
"58044","White","Not too happy",2021
"58045","White","Not too happy",2021
"58046","White","Pretty happy",2021
"58047","White","Not too happy",2021
"58048","White","Very happy",2021
"58049","White","Not too happy",2021
"58050","White","Pretty happy",2021
"58051","White","Pretty happy",2021
"58052","White","Not too happy",2021
"58053","White","Pretty happy",2021
"58054","White","Pretty happy",2021
"58055","White","Pretty happy",2021
"58056","White","Very happy",2021
"58057","White","Pretty happy",2021
"58058","White","Pretty happy",2021
"58059","White","Not too happy",2021
"58060","White","Pretty happy",2021
"58061","White","Pretty happy",2021
"58062","White","Very happy",2021
"58063","White","Pretty happy",2021
"58064","Others","Very happy",2021
"58065","White","Pretty happy",2021
"58066","White","Pretty happy",2021
"58067","White","Pretty happy",2021
"58068","White","Pretty happy",2021
"58069","White","Pretty happy",2021
"58070","White","Pretty happy",2021
"58071","White","Pretty happy",2021
"58072","White","Not too happy",2021
"58073","Others","Pretty happy",2021
"58074","White","Pretty happy",2021
"58075","White","Pretty happy",2021
"58076","White","Not too happy",2021
"58077","White","Pretty happy",2021
"58078","White","Not too happy",2021
"58079","White","Not too happy",2021
"58080","White","Pretty happy",2021
"58081","White","Very happy",2021
"58082","White","Very happy",2021
"58083","White","Pretty happy",2021
"58084","Others","Pretty happy",2021
"58085","Others","Pretty happy",2021
"58086","White","Not too happy",2021
"58087","Black","Very happy",2021
"58088","Others","Pretty happy",2021
"58089","White","Pretty happy",2021
"58090","White","Pretty happy",2021
"58091","Black","Pretty happy",2021
"58092","Black","Very happy",2021
"58093","Black","Pretty happy",2021
"58094","White","Not too happy",2021
"58095","White","Very happy",2021
"58096","White","Very happy",2021
"58097","White","Not too happy",2021
"58098","White","Pretty happy",2021
"58099","White","Pretty happy",2021
"58100","White","Pretty happy",2021
"58101","Black","Pretty happy",2021
"58102","Black","Pretty happy",2021
"58103","White","Pretty happy",2021
"58104","Black","Pretty happy",2021
"58105","White","Not too happy",2021
"58106","White","Pretty happy",2021
"58107","Black","Very happy",2021
"58108","Black","Pretty happy",2021
"58109","White","Very happy",2021
"58110","White","Pretty happy",2021
"58111","White","Pretty happy",2021
"58112","White","Pretty happy",2021
"58113","White","Very happy",2021
"58114","White","Very happy",2021
"58115","White","Pretty happy",2021
"58116","White","Pretty happy",2021
"58117","Others","Very happy",2021
"58118","Others","Pretty happy",2021
"58119","White","Pretty happy",2021
"58120","Others","Pretty happy",2021
"58121","Black","Not too happy",2021
"58122","White","Pretty happy",2021
"58123","White","Pretty happy",2021
"58124","Black","Pretty happy",2021
"58125","White","Pretty happy",2021
"58126","Black","Pretty happy",2021
"58127","White","Not too happy",2021
"58128","White","Pretty happy",2021
"58129","White","Pretty happy",2021
"58130","White","Pretty happy",2021
"58131","White","Pretty happy",2021
"58132","White","Pretty happy",2021
"58133","White","Pretty happy",2021
"58134","White","Pretty happy",2021
"58135","White","Not too happy",2021
"58136","White","Very happy",2021
"58137","Black","Very happy",2021
"58138","White","Pretty happy",2021
"58139","White","Pretty happy",2021
"58140","White","Not too happy",2021
"58141","White","Pretty happy",2021
"58142","White","Pretty happy",2021
"58143","White","Pretty happy",2021
"58144","White","Pretty happy",2021
"58145","White","Very happy",2021
"58146","White","Very happy",2021
"58147","White","Pretty happy",2021
"58148","White","Very happy",2021
"58149","White","Very happy",2021
"58150","White","Pretty happy",2021
"58151","White","Pretty happy",2021
"58152","White","Pretty happy",2021
"58153","White","Pretty happy",2021
"58154","Black","Pretty happy",2021
"58155","Black","Not too happy",2021
"58156","Black","Pretty happy",2021
