"","Sex","Happy_level","Year"
"919","Female","Pretty happy",1972
"920","Female","Very happy",1972
"921","Male","Very happy",1972
"922","Male","Not too happy",1972
"923","Male","Not too happy",1972
"924","Male","Very happy",1972
"925","Female","Pretty happy",1972
"926","Male","Pretty happy",1972
"927","Female","Not too happy",1972
"928","Female","Pretty happy",1972
"929","Male","Pretty happy",1972
"930","Female","Pretty happy",1972
"931","Male","Not too happy",1972
"932","Male","Pretty happy",1972
"933","Female","Pretty happy",1972
"934","Male","Very happy",1972
"935","Female","Very happy",1972
"936","Male","Pretty happy",1972
"937","Female","Not too happy",1972
"938","Male","Pretty happy",1972
"939","Male","Very happy",1972
"940","Female","Pretty happy",1972
"941","Male","Pretty happy",1972
"942","Male","Pretty happy",1972
"943","Female","Not too happy",1972
"944","Female","Pretty happy",1972
"945","Male","Very happy",1972
"946","Male","Pretty happy",1972
"947","Female","Pretty happy",1972
"948","Male","Pretty happy",1972
"949","Female","Not too happy",1972
"950","Female","Pretty happy",1972
"951","Female","Pretty happy",1972
"952","Male","Very happy",1972
"953","Male","Very happy",1972
"954","Male","Pretty happy",1972
"955","Male","Pretty happy",1972
"956","Female","Very happy",1972
"957","Male","Not too happy",1972
"958","Male","Very happy",1972
"959","Male","Not too happy",1972
"960","Male","Very happy",1972
"961","Female","Very happy",1972
"962","Female","Very happy",1972
"963","Female","Pretty happy",1972
"964","Female","Very happy",1972
"965","Male","Pretty happy",1972
"966","Male","Pretty happy",1972
"967","Female","Very happy",1972
"968","Female","Very happy",1972
"969","Male","Not too happy",1972
"970","Female","Pretty happy",1972
"971","Female","Very happy",1972
"972","Female","Very happy",1972
"973","Male","Very happy",1972
"974","Female","Pretty happy",1972
"975","Female","Very happy",1972
"976","Female","Pretty happy",1972
"977","Male","Very happy",1972
"978","Male","Not too happy",1972
"979","Female","Very happy",1972
"980","Male","Pretty happy",1972
"981","Male","Very happy",1972
"982","Female","Very happy",1972
"983","Male","Pretty happy",1972
"984","Female","Pretty happy",1972
"985","Male","Not too happy",1972
"986","Female","Pretty happy",1972
"987","Male","Pretty happy",1972
"988","Male","Pretty happy",1972
"989","Male","Pretty happy",1972
"990","Female","Pretty happy",1972
"991","Male","Not too happy",1972
"992","Female","Pretty happy",1972
"993","Female","Not too happy",1972
"994","Female","Not too happy",1972
"995","Male","Very happy",1972
"996","Male","Not too happy",1972
"997","Male","Not too happy",1972
"998","Female","Pretty happy",1972
"999","Female","Pretty happy",1972
"1000","Male","Pretty happy",1972
"1001","Male","Pretty happy",1972
"1002","Male","Pretty happy",1972
"1003","Female","Very happy",1972
"1004","Male","Pretty happy",1972
"1005","Male","Very happy",1972
"1006","Male","Not too happy",1972
"1007","Male","Not too happy",1972
"1008","Female","Pretty happy",1972
"1009","Male","Not too happy",1972
"1010","Male","Pretty happy",1972
"1011","Female","Pretty happy",1972
"1012","Female","Pretty happy",1972
"1013","Female","Very happy",1972
"1014","Female","Pretty happy",1972
"1015","Female","Pretty happy",1972
"1016","Female","Pretty happy",1972
"1017","Male","Pretty happy",1972
"1018","Male","Pretty happy",1972
"1019","Male","Not too happy",1972
"1020","Male","Not too happy",1972
"1021","Male","Very happy",1972
"1022","Male","Very happy",1972
"1023","Male","Pretty happy",1972
"1024","Male","Pretty happy",1972
"1025","Female","Pretty happy",1972
"1026","Female","Very happy",1972
"1027","Male","Pretty happy",1972
"1028","Male","Pretty happy",1972
"1029","Male","Pretty happy",1972
"1030","Male","Not too happy",1972
"1031","Female","Pretty happy",1972
"1032","Male","Pretty happy",1972
"1033","Female","Pretty happy",1972
"1034","Female","Pretty happy",1972
"1035","Female","Very happy",1972
"1036","Female","Very happy",1972
"1037","Female","Pretty happy",1972
"1038","Male","Not too happy",1972
"1039","Male","Very happy",1972
"1040","Male","Pretty happy",1972
"1041","Female","Very happy",1972
"1042","Male","Not too happy",1972
"1043","Female","Very happy",1972
"1044","Male","Very happy",1972
"1045","Female","Pretty happy",1972
"1046","Male","Pretty happy",1972
"1047","Female","Pretty happy",1972
"1048","Female","Pretty happy",1972
"1049","Male","Not too happy",1972
"1050","Female","Pretty happy",1972
"1051","Male","Pretty happy",1972
"1052","Female","Pretty happy",1972
"1053","Male","Pretty happy",1972
"1054","Male","Pretty happy",1972
"1055","Female","Pretty happy",1972
"1056","Female","Very happy",1972
"1057","Female","Pretty happy",1972
"1058","Male","Not too happy",1972
"1059","Male","Not too happy",1972
"1060","Male","Pretty happy",1972
"1061","Female","Pretty happy",1972
"1062","Female","Pretty happy",1972
"1063","Male","Very happy",1972
"1064","Male","Pretty happy",1972
"1065","Female","Pretty happy",1972
"1066","Female","Not too happy",1972
"1067","Female","Pretty happy",1972
"1068","Male","Pretty happy",1972
"1069","Male","Very happy",1972
"1070","Female","Not too happy",1972
"1071","Male","Very happy",1972
"1072","Male","Not too happy",1972
"1073","Female","Very happy",1972
"1074","Male","Very happy",1972
"1075","Female","Very happy",1972
"1076","Female","Pretty happy",1972
"1077","Male","Very happy",1972
"1078","Male","Pretty happy",1972
"1079","Female","Pretty happy",1972
"1080","Female","Not too happy",1972
"1081","Female","Not too happy",1972
"1082","Male","Pretty happy",1972
"1083","Male","Pretty happy",1972
"1084","Male","Pretty happy",1972
"1085","Male","Pretty happy",1972
"1086","Female","Pretty happy",1972
"1087","Male","Very happy",1972
"1088","Male","Very happy",1972
"1089","Female","Very happy",1972
"1090","Female","Very happy",1972
"1091","Female","Pretty happy",1972
"1092","Male","Pretty happy",1972
"1093","Male","Pretty happy",1972
"1094","Male","Pretty happy",1972
"1095","Male","Pretty happy",1972
"1096","Male","Pretty happy",1972
"1097","Male","Pretty happy",1972
"1098","Male","Pretty happy",1972
"1099","Female","Pretty happy",1972
"1100","Male","Not too happy",1972
"1101","Female","Not too happy",1972
"1102","Female","Pretty happy",1972
"1103","Female","Very happy",1972
"1104","Male","Not too happy",1972
"1105","Male","Very happy",1972
"1106","Male","Very happy",1972
"1107","Female","Pretty happy",1972
"1108","Male","Pretty happy",1972
"1109","Female","Very happy",1972
"1110","Female","Very happy",1972
"1111","Male","Very happy",1972
"1112","Male","Pretty happy",1972
"1113","Female","Pretty happy",1972
"1114","Female","Very happy",1972
"1115","Male","Pretty happy",1972
"1116","Female","Pretty happy",1972
"1117","Female","Pretty happy",1972
"1118","Female","Pretty happy",1972
"1119","Female","Very happy",1972
"1120","Female","Pretty happy",1972
"1121","Female","Not too happy",1972
"1122","Female","Pretty happy",1972
"1123","Male","Very happy",1972
"1124","Male","Very happy",1972
"1125","Male","Pretty happy",1972
"1126","Male","Pretty happy",1972
"1127","Male","Pretty happy",1972
"1128","Female","Pretty happy",1972
"1129","Male","Pretty happy",1972
"1130","Female","Pretty happy",1972
"1131","Female","Very happy",1972
"1132","Female","Pretty happy",1972
"1133","Male","Very happy",1972
"1134","Male","Pretty happy",1972
"1135","Male","Not too happy",1972
"1136","Female","Very happy",1972
"1137","Female","Very happy",1972
"1138","Female","Very happy",1972
"1139","Male","Pretty happy",1972
"1140","Female","Very happy",1972
"1141","Male","Very happy",1972
"1142","Female","Very happy",1972
"1143","Female","Not too happy",1972
"1144","Female","Pretty happy",1972
"1145","Male","Not too happy",1972
"1146","Male","Pretty happy",1972
"1147","Male","Very happy",1972
"1148","Male","Very happy",1972
"1149","Male","Not too happy",1972
"1150","Female","Pretty happy",1972
"1151","Female","Pretty happy",1972
"1152","Female","Pretty happy",1972
"1153","Male","Not too happy",1972
"1154","Male","Pretty happy",1972
"1155","Female","Pretty happy",1972
"1156","Female","Very happy",1972
"1157","Female","Pretty happy",1972
"1158","Female","Very happy",1972
"1159","Female","Pretty happy",1972
"1160","Female","Pretty happy",1972
"1161","Male","Very happy",1972
"1162","Male","Pretty happy",1972
"1163","Male","Pretty happy",1972
"1164","Male","Very happy",1972
"1165","Male","Pretty happy",1972
"1166","Male","Not too happy",1972
"1167","Female","Very happy",1972
"1168","Male","Not too happy",1972
"1169","Female","Not too happy",1972
"1170","Female","Pretty happy",1972
"1171","Male","Very happy",1972
"1172","Female","Very happy",1972
"1173","Female","Pretty happy",1972
"1174","Male","Pretty happy",1972
"1175","Female","Pretty happy",1972
"1176","Male","Pretty happy",1972
"1177","Female","Pretty happy",1972
"1178","Female","Not too happy",1972
"1179","Male","Very happy",1972
"1180","Male","Not too happy",1972
"1181","Female","Pretty happy",1972
"1182","Male","Pretty happy",1972
"1183","Male","Not too happy",1972
"1184","Male","Not too happy",1972
"1185","Female","Pretty happy",1972
"1186","Female","Pretty happy",1972
"1187","Male","Pretty happy",1972
"1188","Female","Not too happy",1972
"1189","Female","Pretty happy",1972
"1190","Male","Very happy",1972
"1191","Male","Pretty happy",1972
"1192","Male","Not too happy",1972
"1193","Female","Not too happy",1972
"1194","Female","Pretty happy",1972
"1195","Male","Pretty happy",1972
"1196","Female","Very happy",1972
"1197","Female","Pretty happy",1972
"1198","Male","Pretty happy",1972
"1199","Male","Very happy",1972
"1200","Male","Pretty happy",1972
"1201","Male","Pretty happy",1972
"1202","Female","Pretty happy",1972
"1203","Female","Very happy",1972
"1204","Female","Not too happy",1972
"1205","Male","Not too happy",1972
"1206","Male","Not too happy",1972
"1207","Male","Pretty happy",1972
"1208","Male","Not too happy",1972
"1209","Male","Very happy",1972
"1210","Male","Pretty happy",1972
"1211","Female","Pretty happy",1972
"1212","Male","Pretty happy",1972
"1213","Female","Pretty happy",1972
"1214","Female","Pretty happy",1972
"1215","Female","Pretty happy",1972
"1216","Female","Pretty happy",1972
"1217","Female","Very happy",1972
"1218","Female","Very happy",1972
"1219","Male","Pretty happy",1972
"1220","Female","Very happy",1972
"1221","Male","Not too happy",1972
"1222","Male","Very happy",1972
"1223","Male","Pretty happy",1972
"1224","Female","Pretty happy",1972
"1225","Male","Not too happy",1972
"1226","Female","Pretty happy",1972
"1227","Female","Very happy",1972
"1228","Male","Pretty happy",1972
"1229","Female","Very happy",1972
"1230","Male","Very happy",1972
"1231","Male","Very happy",1972
"1232","Male","Pretty happy",1972
"1233","Female","Pretty happy",1972
"1234","Female","Pretty happy",1972
"1235","Female","Very happy",1972
"1236","Female","Pretty happy",1972
"1237","Male","Very happy",1972
"1238","Male","Pretty happy",1972
"1239","Male","Pretty happy",1972
"1240","Male","Pretty happy",1972
"1241","Male","Pretty happy",1972
"1242","Male","Pretty happy",1972
"1243","Female","Pretty happy",1972
"1244","Male","Pretty happy",1972
"1245","Female","Not too happy",1972
"1246","Female","Pretty happy",1972
"1247","Male","Pretty happy",1972
"1248","Female","Very happy",1972
"1249","Female","Pretty happy",1972
"1250","Male","Pretty happy",1972
"1251","Female","Very happy",1972
"1252","Male","Very happy",1972
"1253","Male","Pretty happy",1972
"1254","Female","Pretty happy",1972
"1255","Female","Very happy",1972
"1256","Female","Pretty happy",1972
"1257","Female","Pretty happy",1972
"1258","Male","Very happy",1972
"1259","Male","Not too happy",1972
"1260","Male","Pretty happy",1972
"1261","Female","Pretty happy",1972
"1262","Male","Very happy",1972
"1263","Female","Pretty happy",1972
"1264","Male","Pretty happy",1972
"1265","Male","Not too happy",1972
"1266","Male","Not too happy",1972
"1267","Male","Not too happy",1972
"1268","Female","Very happy",1972
"1269","Male","Very happy",1972
"1270","Female","Very happy",1972
"1271","Female","Not too happy",1972
"1272","Female","Pretty happy",1972
"1273","Male","Pretty happy",1972
"1274","Male","Not too happy",1972
"1275","Male","Not too happy",1972
"1276","Female","Pretty happy",1972
"1277","Female","Pretty happy",1972
"1278","Female","Pretty happy",1972
"1279","Male","Pretty happy",1972
"1280","Male","Pretty happy",1972
"1281","Female","Pretty happy",1972
"1282","Female","Very happy",1972
"1283","Male","Very happy",1972
"1284","Male","Not too happy",1972
"1285","Male","Very happy",1972
"1286","Female","Not too happy",1972
"1287","Male","Pretty happy",1972
"1288","Female","Pretty happy",1972
"1289","Female","Pretty happy",1972
"1290","Male","Pretty happy",1972
"1291","Female","Not too happy",1972
"1292","Female","Very happy",1972
"1293","Male","Not too happy",1972
"1294","Male","Pretty happy",1972
"1295","Male","Very happy",1972
"1296","Female","Pretty happy",1972
"1297","Female","Very happy",1972
"1298","Male","Pretty happy",1972
"1299","Female","Very happy",1972
"1300","Female","Not too happy",1972
"1301","Male","Very happy",1972
"1302","Male","Pretty happy",1972
"1303","Male","Pretty happy",1972
"1304","Male","Pretty happy",1972
"1305","Male","Pretty happy",1972
"1306","Male","Pretty happy",1972
"1307","Female","Pretty happy",1972
"1308","Female","Pretty happy",1972
"1309","Male","Very happy",1972
"1310","Male","Not too happy",1972
"1311","Female","Very happy",1972
"1312","Female","Very happy",1972
"1313","Female","Not too happy",1972
"1314","Male","Not too happy",1972
"1315","Male","Very happy",1972
"1316","Female","Not too happy",1972
"1317","Male","Pretty happy",1972
"1318","Male","Pretty happy",1972
"1319","Female","Pretty happy",1972
"1320","Female","Pretty happy",1972
"1321","Male","Very happy",1972
"1322","Male","Pretty happy",1972
"1323","Female","Pretty happy",1972
"1324","Female","Not too happy",1972
"1325","Male","Very happy",1972
"1326","Male","Pretty happy",1972
"1327","Female","Very happy",1972
"1328","Female","Not too happy",1972
"1329","Female","Pretty happy",1972
"1330","Male","Not too happy",1972
"1331","Male","Not too happy",1972
"1332","Male","Not too happy",1972
"1333","Female","Not too happy",1972
"1334","Male","Pretty happy",1972
"1335","Female","Pretty happy",1972
"1336","Male","Very happy",1972
"1337","Female","Not too happy",1972
