"id","educ","majorcol","rincome","race","sex"
2033,14,NA,2,1,1
2034,14,NA,11,1,2
2035,14,NA,12,3,2
2036,12,NA,12,1,2
2037,14,NA,12,1,1
2038,9,NA,12,1,1
2039,10,NA,NA,1,1
2040,12,NA,12,3,2
2041,19,14,12,1,1
2042,20,8,12,1,1
2043,12,NA,12,3,1
2044,14,NA,12,3,1
2045,11,NA,NA,1,1
2046,16,NA,NA,3,2
2047,18,12,NA,1,2
2048,12,NA,NA,3,2
2049,12,NA,5,1,1
2050,12,NA,12,1,1
2051,12,NA,12,1,1
2052,12,NA,NA,1,2
2053,14,NA,NA,1,1
2054,12,NA,NA,1,2
2055,8,NA,4,1,1
2056,12,NA,12,1,1
2057,14,NA,NA,1,2
2058,11,NA,NA,1,2
2059,12,NA,NA,1,2
2060,12,NA,NA,1,1
2061,14,NA,NA,1,2
2062,14,1,12,1,2
2063,12,NA,10,1,2
2064,18,NA,4,1,2
2065,14,NA,NA,1,2
2066,12,NA,3,3,1
2067,9,NA,NA,3,1
2068,10,NA,11,1,2
2069,14,NA,12,1,2
2070,15,NA,NA,1,2
2071,11,NA,NA,1,2
2072,11,NA,NA,1,2
2073,9,NA,NA,1,2
2074,12,NA,10,1,1
2075,12,NA,9,1,2
2076,12,NA,12,1,2
2077,18,NA,12,1,1
2078,12,NA,NA,1,2
2079,12,NA,NA,1,1
2080,12,NA,11,2,1
2081,14,NA,9,1,2
2082,14,49,9,1,2
2083,14,NA,11,1,1
2084,16,NA,NA,1,1
2085,12,NA,NA,1,2
2086,12,NA,NA,1,2
2087,12,NA,12,1,1
2088,14,NA,12,3,1
2089,8,NA,NA,1,1
2090,12,NA,NA,1,1
2091,13,NA,8,1,2
2092,16,NA,12,1,1
2093,17,8,12,1,1
2094,14,NA,12,1,2
2095,16,9,9,1,2
2096,12,NA,NA,1,2
2097,12,NA,NA,1,2
2098,14,NA,12,1,2
2099,13,NA,12,1,2
2100,16,NA,12,1,2
2101,17,36,NA,1,2
2102,15,NA,12,1,1
2103,12,NA,12,1,1
2104,12,NA,NA,1,2
2105,13,NA,12,3,1
2106,14,NA,12,1,1
2107,16,NA,12,1,1
2108,12,NA,NA,1,2
2109,16,NA,NA,1,2
2110,13,NA,12,1,1
2111,14,NA,9,1,2
2112,12,NA,9,1,2
2113,12,NA,NA,1,2
2114,20,NA,NA,1,1
2115,14,NA,NA,2,2
2116,12,NA,NA,1,1
2117,10,NA,NA,1,2
2118,14,NA,NA,1,2
2119,10,NA,NA,1,2
2120,12,NA,NA,1,2
2121,14,NA,12,2,2
2122,13,NA,NA,1,2
2123,14,NA,NA,1,1
2124,14,NA,12,1,1
2125,14,NA,NA,2,2
2126,14,NA,NA,1,2
2127,13,NA,1,1,2
2128,12,NA,12,1,2
2129,17,NA,12,1,2
2130,7,NA,12,1,1
2131,12,NA,12,1,1
2132,12,NA,9,1,2
2133,20,16,12,1,2
2134,16,NA,12,1,1
2135,15,NA,11,1,2
2136,12,NA,NA,1,2
2137,12,NA,12,1,2
2138,16,NA,8,1,2
2139,9,NA,NA,1,2
2140,12,NA,11,1,2
2141,12,NA,8,1,2
2142,12,NA,NA,1,2
2143,12,NA,NA,1,1
2144,16,25,NA,1,1
2145,12,NA,12,1,1
2146,14,NA,NA,1,1
2147,12,NA,NA,1,1
2148,12,NA,NA,1,2
2149,11,NA,NA,1,1
2150,6,NA,NA,1,1
2151,8,NA,12,1,1
2152,14,NA,NA,1,2
2153,14,NA,12,1,2
2154,14,NA,NA,1,2
2155,12,NA,11,2,2
2156,17,32,11,1,1
2157,12,NA,NA,1,1
2158,12,NA,NA,1,1
2159,13,NA,1,2,2
2160,12,NA,12,1,2
2161,12,NA,12,1,2
2162,19,NA,12,1,1
2163,12,NA,9,1,1
2164,9,NA,NA,1,1
2165,12,NA,NA,1,2
2166,14,63,NA,1,1
2167,14,NA,12,2,1
2168,9,NA,12,2,2
2169,10,NA,12,3,2
2170,16,16,NA,1,2
2171,12,NA,NA,1,1
2172,12,NA,1,1,2
2173,12,NA,12,1,1
2174,12,NA,9,1,2
2175,12,NA,12,3,2
2176,12,NA,10,1,2
2177,12,NA,NA,1,1
2178,14,16,9,1,2
2179,12,NA,NA,1,2
2180,12,NA,NA,1,1
2181,12,NA,8,1,2
2182,12,NA,NA,1,1
2183,12,NA,12,1,1
2184,16,12,NA,1,2
2185,12,NA,12,1,2
2186,12,NA,NA,1,1
2187,12,NA,12,1,2
2188,12,NA,9,1,1
2189,12,NA,NA,1,1
2190,16,36,12,1,2
2191,12,NA,12,1,1
2192,16,NA,12,1,1
2193,19,62,9,1,2
2194,15,NA,NA,3,1
2195,12,NA,2,3,2
2196,12,NA,NA,1,2
2197,14,NA,NA,1,1
2198,16,51,12,2,1
2199,18,NA,12,1,1
2200,14,NA,NA,1,2
2201,10,NA,4,1,2
2202,14,NA,NA,1,2
2203,12,NA,NA,1,1
2204,13,NA,NA,1,2
2205,15,54,NA,1,1
2206,12,NA,12,1,1
2207,20,NA,12,1,2
2208,12,NA,NA,1,1
2209,16,49,10,1,2
2210,14,NA,NA,1,2
2211,20,NA,12,1,2
2212,14,NA,NA,1,1
2213,8,NA,NA,1,1
2214,12,NA,NA,1,1
2215,12,NA,NA,1,1
2216,12,NA,NA,1,1
2217,17,70,12,1,1
2218,12,NA,8,1,2
2219,13,NA,NA,1,1
2220,12,NA,NA,1,1
2221,12,NA,NA,1,1
2222,19,NA,NA,1,1
2223,2,NA,NA,3,1
2224,13,NA,12,1,1
2225,18,55,NA,1,2
2226,16,NA,12,1,1
2227,12,NA,12,1,2
2228,11,NA,12,1,1
2229,13,NA,12,3,1
2230,12,NA,11,1,2
2231,17,NA,NA,1,2
2232,14,NA,NA,1,2
2233,17,50,10,1,2
2234,9,NA,NA,1,1
2235,11,NA,12,1,2
2236,10,NA,NA,1,1
2237,13,NA,NA,3,1
2238,8,NA,NA,1,2
2239,12,NA,NA,1,1
2240,12,NA,12,1,2
2241,10,NA,NA,1,2
2242,12,NA,9,1,2
2243,12,NA,NA,1,1
2244,12,NA,NA,1,1
2245,12,NA,3,1,2
2246,12,NA,NA,1,2
2247,12,NA,NA,1,2
2248,12,NA,12,1,1
2249,14,NA,10,1,2
2250,14,72,12,1,2
2251,12,NA,NA,1,1
2252,19,66,12,1,2
2253,12,NA,NA,1,2
2254,12,NA,9,1,1
2255,12,NA,NA,1,2
2256,12,NA,12,1,2
2257,12,NA,9,1,1
2258,8,NA,NA,1,1
2259,10,NA,NA,2,1
2260,3,NA,10,3,2
2261,16,NA,12,2,2
2262,16,NA,11,3,2
2263,6,NA,5,3,1
2264,13,34,NA,2,2
2265,14,NA,NA,2,2
2266,4,NA,NA,2,1
2267,12,NA,NA,1,1
2268,12,NA,NA,1,1
2269,12,NA,NA,1,2
2270,12,NA,12,2,1
2271,8,NA,NA,1,2
2272,11,NA,8,1,2
2273,14,NA,12,2,2
2274,10,NA,NA,2,2
2275,15,34,12,1,2
2276,14,NA,2,2,1
2277,14,NA,NA,2,2
2278,13,NA,NA,1,1
2279,17,NA,9,1,2
2280,12,NA,12,1,2
2281,12,NA,NA,1,2
2282,12,NA,NA,2,1
2283,11,NA,NA,1,2
2284,12,NA,11,1,2
2285,9,NA,NA,1,1
2286,12,NA,12,1,2
2287,6,NA,11,3,1
2288,10,NA,NA,1,1
2289,11,NA,NA,1,2
2290,11,NA,NA,2,2
2291,11,NA,NA,2,2
2292,10,NA,NA,2,2
2293,12,NA,1,2,1
2294,9,NA,NA,2,2
2295,13,NA,2,2,2
2296,12,NA,NA,2,2
2297,10,NA,12,2,1
2298,13,NA,3,2,2
2299,6,NA,NA,2,1
2300,12,NA,NA,2,1
2301,10,NA,NA,2,1
2302,12,NA,11,2,2
2303,12,NA,NA,2,2
2304,6,NA,1,1,1
2305,10,NA,12,2,1
2306,12,NA,12,1,1
2307,12,NA,NA,2,2
2308,12,NA,11,2,1
2309,9,NA,NA,2,2
2310,14,NA,NA,2,1
2311,13,NA,12,1,1
2312,14,NA,8,1,2
2313,8,NA,11,1,2
2314,12,NA,NA,1,2
2315,12,NA,12,1,1
2316,NA,NA,NA,1,1
2317,17,18,12,1,1
2318,20,NA,12,1,2
2319,12,NA,12,1,2
2320,10,NA,NA,2,1
2321,12,NA,NA,2,1
2322,15,NA,12,1,1
2323,14,NA,12,1,2
2324,16,7,NA,1,2
2325,12,NA,6,1,2
2326,16,36,6,1,2
2327,12,NA,12,1,1
2328,16,NA,2,1,1
2329,17,NA,NA,1,1
2330,14,NA,NA,1,2
2331,14,NA,12,1,1
2332,12,NA,NA,1,2
2333,17,NA,NA,1,2
2334,20,17,NA,1,1
2335,18,NA,NA,1,2
2336,18,13,12,1,2
2337,16,NA,8,1,2
2338,12,NA,NA,1,2
2339,12,NA,NA,1,2
2340,14,NA,12,1,2
2341,8,NA,NA,1,1
2342,14,NA,NA,1,2
2343,12,NA,NA,1,1
2344,12,NA,NA,1,2
2345,12,NA,10,1,2
2346,12,NA,3,1,2
2347,16,NA,NA,1,1
2348,12,NA,NA,1,2
