"","Degree","Happy_level","Year","Happy"
"55296","Less than high school",1,2018,"Very happy"
"55297","Associate/junior college",2,2018,"Pretty happy"
"55298","Associate/junior college",3,2018,"Not too happy"
"55299","Associate/junior college",2,2018,"Pretty happy"
"55300","High school",3,2018,"Not too happy"
"55301","High school",2,2018,"Pretty happy"
"55302","High school",3,2018,"Not too happy"
"55303","Bachelor's",2,2018,"Pretty happy"
"55304","Less than high school",2,2018,"Pretty happy"
"55305","Less than high school",1,2018,"Very happy"
"55306","Graduate",2,2018,"Pretty happy"
"55307","Bachelor's",2,2018,"Pretty happy"
"55308","High school",2,2018,"Pretty happy"
"55309","Bachelor's",1,2018,"Very happy"
"55310","Associate/junior college",2,2018,"Pretty happy"
"55311","Bachelor's",1,2018,"Very happy"
"55312","High school",2,2018,"Pretty happy"
"55313","High school",2,2018,"Pretty happy"
"55314","High school",2,2018,"Pretty happy"
"55315","Graduate",1,2018,"Very happy"
"55316","Bachelor's",2,2018,"Pretty happy"
"55317","Associate/junior college",2,2018,"Pretty happy"
"55318","High school",1,2018,"Very happy"
"55319","Graduate",2,2018,"Pretty happy"
"55320","High school",2,2018,"Pretty happy"
"55321","High school",2,2018,"Pretty happy"
"55322","High school",3,2018,"Not too happy"
"55323","Less than high school",2,2018,"Pretty happy"
"55324","High school",3,2018,"Not too happy"
"55325","Associate/junior college",2,2018,"Pretty happy"
"55326","High school",2,2018,"Pretty happy"
"55327","Less than high school",2,2018,"Pretty happy"
"55328","Bachelor's",2,2018,"Pretty happy"
"55329","Associate/junior college",3,2018,"Not too happy"
"55330","Associate/junior college",2,2018,"Pretty happy"
"55331","Bachelor's",1,2018,"Very happy"
"55332","High school",2,2018,"Pretty happy"
"55333","Graduate",1,2018,"Very happy"
"55334","High school",2,2018,"Pretty happy"
"55335","High school",1,2018,"Very happy"
"55336","Bachelor's",3,2018,"Not too happy"
"55337","High school",2,2018,"Pretty happy"
"55338","High school",2,2018,"Pretty happy"
"55339","Less than high school",2,2018,"Pretty happy"
"55340","High school",3,2018,"Not too happy"
"55341","High school",2,2018,"Pretty happy"
"55342","Associate/junior college",2,2018,"Pretty happy"
"55343","Bachelor's",2,2018,"Pretty happy"
"55344","High school",1,2018,"Very happy"
"55345","Bachelor's",1,2018,"Very happy"
"55346","High school",1,2018,"Very happy"
"55347","Associate/junior college",2,2018,"Pretty happy"
"55348","High school",2,2018,"Pretty happy"
"55349","High school",1,2018,"Very happy"
"55350","High school",2,2018,"Pretty happy"
"55351","Associate/junior college",2,2018,"Pretty happy"
"55352","Less than high school",2,2018,"Pretty happy"
"55353","High school",2,2018,"Pretty happy"
"55354","High school",2,2018,"Pretty happy"
"55355","High school",1,2018,"Very happy"
"55356","High school",2,2018,"Pretty happy"
"55357","High school",2,2018,"Pretty happy"
"55358","Bachelor's",1,2018,"Very happy"
"55359","High school",2,2018,"Pretty happy"
"55360","Graduate",2,2018,"Pretty happy"
"55361","Graduate",2,2018,"Pretty happy"
"55362","Less than high school",1,2018,"Very happy"
"55363","Graduate",2,2018,"Pretty happy"
"55364","Bachelor's",1,2018,"Very happy"
"55365","High school",2,2018,"Pretty happy"
"55366","Less than high school",1,2018,"Very happy"
"55367","High school",2,2018,"Pretty happy"
"55368","Less than high school",2,2018,"Pretty happy"
"55369","Associate/junior college",2,2018,"Pretty happy"
"55370","High school",1,2018,"Very happy"
"55371","High school",1,2018,"Very happy"
"55372","High school",2,2018,"Pretty happy"
"55373","Associate/junior college",2,2018,"Pretty happy"
"55374","Less than high school",1,2018,"Very happy"
"55375","Graduate",2,2018,"Pretty happy"
"55376","High school",2,2018,"Pretty happy"
"55377","High school",1,2018,"Very happy"
"55378","High school",2,2018,"Pretty happy"
"55379","High school",2,2018,"Pretty happy"
"55380","High school",1,2018,"Very happy"
"55381","High school",2,2018,"Pretty happy"
"55382","Graduate",1,2018,"Very happy"
"55383","High school",2,2018,"Pretty happy"
"55384","High school",3,2018,"Not too happy"
"55385","High school",2,2018,"Pretty happy"
"55386","High school",2,2018,"Pretty happy"
"55387","Less than high school",1,2018,"Very happy"
"55388","High school",2,2018,"Pretty happy"
"55389","Bachelor's",2,2018,"Pretty happy"
"55390","High school",2,2018,"Pretty happy"
"55391","High school",2,2018,"Pretty happy"
"55392","High school",3,2018,"Not too happy"
"55393","High school",2,2018,"Pretty happy"
"55394","Graduate",2,2018,"Pretty happy"
"55395","High school",2,2018,"Pretty happy"
"55396","Bachelor's",2,2018,"Pretty happy"
"55397","High school",2,2018,"Pretty happy"
"55398","Bachelor's",1,2018,"Very happy"
"55399","High school",2,2018,"Pretty happy"
"55400","High school",2,2018,"Pretty happy"
"55401","Graduate",1,2018,"Very happy"
"55402","Less than high school",2,2018,"Pretty happy"
"55403","High school",1,2018,"Very happy"
"55404","Associate/junior college",3,2018,"Not too happy"
"55405","Bachelor's",1,2018,"Very happy"
"55406","Bachelor's",2,2018,"Pretty happy"
"55407","Bachelor's",1,2018,"Very happy"
"55408","Less than high school",2,2018,"Pretty happy"
"55409","Associate/junior college",1,2018,"Very happy"
"55410","Graduate",2,2018,"Pretty happy"
"55411","High school",1,2018,"Very happy"
"55412","Associate/junior college",2,2018,"Pretty happy"
"55413","Graduate",2,2018,"Pretty happy"
"55414","Less than high school",2,2018,"Pretty happy"
"55415","High school",2,2018,"Pretty happy"
"55416","High school",2,2018,"Pretty happy"
"55417","Associate/junior college",2,2018,"Pretty happy"
"55418","High school",2,2018,"Pretty happy"
"55419","High school",2,2018,"Pretty happy"
"55420","Bachelor's",2,2018,"Pretty happy"
"55421","Less than high school",2,2018,"Pretty happy"
"55422","High school",1,2018,"Very happy"
"55423","High school",1,2018,"Very happy"
"55424","Bachelor's",3,2018,"Not too happy"
"55425","Bachelor's",2,2018,"Pretty happy"
"55426","Graduate",2,2018,"Pretty happy"
"55427","High school",2,2018,"Pretty happy"
"55428","High school",2,2018,"Pretty happy"
"55429","Less than high school",3,2018,"Not too happy"
"55430","High school",2,2018,"Pretty happy"
"55431","High school",2,2018,"Pretty happy"
"55432","Less than high school",2,2018,"Pretty happy"
"55433","High school",2,2018,"Pretty happy"
"55434","High school",2,2018,"Pretty happy"
"55435","High school",3,2018,"Not too happy"
"55436","High school",3,2018,"Not too happy"
"55437","High school",1,2018,"Very happy"
"55438","Less than high school",2,2018,"Pretty happy"
"55439","Less than high school",3,2018,"Not too happy"
"55440","High school",2,2018,"Pretty happy"
"55441","High school",1,2018,"Very happy"
"55442","High school",2,2018,"Pretty happy"
"55443","Less than high school",2,2018,"Pretty happy"
"55444","Graduate",2,2018,"Pretty happy"
"55445","Bachelor's",2,2018,"Pretty happy"
"55446","High school",2,2018,"Pretty happy"
"55447","Bachelor's",2,2018,"Pretty happy"
"55448","Less than high school",1,2018,"Very happy"
"55449","Associate/junior college",2,2018,"Pretty happy"
"55450","Bachelor's",2,2018,"Pretty happy"
"55451","High school",2,2018,"Pretty happy"
"55452","High school",2,2018,"Pretty happy"
"55453","Bachelor's",2,2018,"Pretty happy"
"55454","Graduate",2,2018,"Pretty happy"
"55455","Associate/junior college",1,2018,"Very happy"
"55456","Graduate",1,2018,"Very happy"
"55457","High school",3,2018,"Not too happy"
"55458","Bachelor's",1,2018,"Very happy"
"55459","High school",1,2018,"Very happy"
"55460","Bachelor's",1,2018,"Very happy"
"55461","High school",2,2018,"Pretty happy"
"55462","Associate/junior college",1,2018,"Very happy"
"55463","Bachelor's",2,2018,"Pretty happy"
"55464","Bachelor's",3,2018,"Not too happy"
"55465","Graduate",2,2018,"Pretty happy"
"55466","Bachelor's",3,2018,"Not too happy"
"55467","High school",2,2018,"Pretty happy"
"55468","High school",2,2018,"Pretty happy"
"55469","High school",3,2018,"Not too happy"
"55470","High school",1,2018,"Very happy"
"55471","High school",2,2018,"Pretty happy"
"55472","High school",1,2018,"Very happy"
"55473","Graduate",2,2018,"Pretty happy"
"55474","Less than high school",3,2018,"Not too happy"
"55475","High school",1,2018,"Very happy"
"55476","High school",2,2018,"Pretty happy"
"55477","High school",3,2018,"Not too happy"
"55478","High school",3,2018,"Not too happy"
"55479","Graduate",2,2018,"Pretty happy"
"55480","High school",1,2018,"Very happy"
"55481","High school",3,2018,"Not too happy"
"55482","High school",2,2018,"Pretty happy"
"55483","High school",2,2018,"Pretty happy"
"55484","High school",1,2018,"Very happy"
"55485","High school",2,2018,"Pretty happy"
"55486","Graduate",3,2018,"Not too happy"
"55487","Associate/junior college",2,2018,"Pretty happy"
"55488","High school",1,2018,"Very happy"
"55489","High school",2,2018,"Pretty happy"
"55490","Bachelor's",1,2018,"Very happy"
"55491","Less than high school",3,2018,"Not too happy"
"55492","Associate/junior college",3,2018,"Not too happy"
"55493","Less than high school",2,2018,"Pretty happy"
"55494","Less than high school",3,2018,"Not too happy"
"55495","Associate/junior college",2,2018,"Pretty happy"
"55496","High school",2,2018,"Pretty happy"
"55497","Associate/junior college",1,2018,"Very happy"
"55498","Bachelor's",2,2018,"Pretty happy"
"55499","High school",1,2018,"Very happy"
"55500","High school",2,2018,"Pretty happy"
"55501","High school",2,2018,"Pretty happy"
"55502","Bachelor's",2,2018,"Pretty happy"
"55503","Bachelor's",2,2018,"Pretty happy"
"55504","Bachelor's",1,2018,"Very happy"
"55505","High school",2,2018,"Pretty happy"
"55506","High school",1,2018,"Very happy"
"55507","Bachelor's",1,2018,"Very happy"
"55508","Graduate",1,2018,"Very happy"
"55509","Graduate",2,2018,"Pretty happy"
"55510","Bachelor's",2,2018,"Pretty happy"
"55511","Graduate",2,2018,"Pretty happy"
"55512","Bachelor's",3,2018,"Not too happy"
"55513","High school",2,2018,"Pretty happy"
"55514","Associate/junior college",2,2018,"Pretty happy"
"55515","High school",2,2018,"Pretty happy"
"55516","Associate/junior college",2,2018,"Pretty happy"
"55517","Graduate",2,2018,"Pretty happy"
"55518","High school",2,2018,"Pretty happy"
"55519","High school",2,2018,"Pretty happy"
"55520","High school",1,2018,"Very happy"
"55521","Associate/junior college",2,2018,"Pretty happy"
"55522","Bachelor's",2,2018,"Pretty happy"
"55523","Less than high school",2,2018,"Pretty happy"
"55524","Associate/junior college",1,2018,"Very happy"
"55525","High school",3,2018,"Not too happy"
"55526","Less than high school",1,2018,"Very happy"
"55527","Associate/junior college",2,2018,"Pretty happy"
"55528","Associate/junior college",2,2018,"Pretty happy"
"55529","Associate/junior college",1,2018,"Very happy"
"55530","High school",2,2018,"Pretty happy"
"55531","High school",1,2018,"Very happy"
"55532","Associate/junior college",3,2018,"Not too happy"
"55533","Less than high school",2,2018,"Pretty happy"
"55534","High school",2,2018,"Pretty happy"
"55535","Associate/junior college",2,2018,"Pretty happy"
"55536","Associate/junior college",1,2018,"Very happy"
"55537","Associate/junior college",2,2018,"Pretty happy"
"55538","High school",2,2018,"Pretty happy"
"55539","High school",3,2018,"Not too happy"
"55540","High school",2,2018,"Pretty happy"
"55541","Less than high school",1,2018,"Very happy"
"55542","High school",3,2018,"Not too happy"
"55543","High school",2,2018,"Pretty happy"
"55544","High school",1,2018,"Very happy"
"55545","Less than high school",1,2018,"Very happy"
"55546","High school",1,2018,"Very happy"
"55547","High school",3,2018,"Not too happy"
"55548","High school",3,2018,"Not too happy"
"55549","Associate/junior college",2,2018,"Pretty happy"
"55550","Less than high school",3,2018,"Not too happy"
"55551","Less than high school",1,2018,"Very happy"
"55552","Associate/junior college",1,2018,"Very happy"
"55553","High school",2,2018,"Pretty happy"
"55554","Less than high school",3,2018,"Not too happy"
"55555","High school",2,2018,"Pretty happy"
"55556","Less than high school",2,2018,"Pretty happy"
"55557","Graduate",2,2018,"Pretty happy"
"55558","High school",1,2018,"Very happy"
"55559","Graduate",1,2018,"Very happy"
"55560","High school",3,2018,"Not too happy"
"55561","Bachelor's",3,2018,"Not too happy"
"55562","High school",2,2018,"Pretty happy"
"55563","Less than high school",2,2018,"Pretty happy"
"55564","Less than high school",3,2018,"Not too happy"
"55565","High school",2,2018,"Pretty happy"
"55566","Graduate",2,2018,"Pretty happy"
"55567","Associate/junior college",3,2018,"Not too happy"
"55568","High school",2,2018,"Pretty happy"
"55569","Less than high school",3,2018,"Not too happy"
"55570","High school",1,2018,"Very happy"
"55571","Bachelor's",1,2018,"Very happy"
"55572","Graduate",1,2018,"Very happy"
"55573","High school",3,2018,"Not too happy"
"55574","Bachelor's",1,2018,"Very happy"
"55575","Associate/junior college",2,2018,"Pretty happy"
"55576","Bachelor's",1,2018,"Very happy"
"55577","High school",1,2018,"Very happy"
"55578","Graduate",1,2018,"Very happy"
"55579","Graduate",2,2018,"Pretty happy"
"55580","High school",2,2018,"Pretty happy"
"55581","Less than high school",1,2018,"Very happy"
"55582","Bachelor's",2,2018,"Pretty happy"
"55583","High school",1,2018,"Very happy"
"55584","High school",2,2018,"Pretty happy"
"55585","Bachelor's",1,2018,"Very happy"
"55586","Less than high school",1,2018,"Very happy"
"55587","High school",3,2018,"Not too happy"
"55588","High school",3,2018,"Not too happy"
"55589","Graduate",1,2018,"Very happy"
"55590","Associate/junior college",2,2018,"Pretty happy"
"55591","Less than high school",2,2018,"Pretty happy"
"55592","High school",2,2018,"Pretty happy"
"55593","High school",2,2018,"Pretty happy"
"55594","High school",2,2018,"Pretty happy"
"55595","High school",2,2018,"Pretty happy"
"55596","High school",2,2018,"Pretty happy"
"55597","High school",2,2018,"Pretty happy"
"55598","High school",1,2018,"Very happy"
"55599","Graduate",2,2018,"Pretty happy"
"55600","High school",3,2018,"Not too happy"
"55601","High school",2,2018,"Pretty happy"
"55602","High school",2,2018,"Pretty happy"
"55603","High school",2,2018,"Pretty happy"
"55604","Bachelor's",3,2018,"Not too happy"
"55605","Bachelor's",1,2018,"Very happy"
"55606","High school",2,2018,"Pretty happy"
"55607","High school",2,2018,"Pretty happy"
"55608","Bachelor's",2,2018,"Pretty happy"
"55609","Bachelor's",1,2018,"Very happy"
"55610","Associate/junior college",2,2018,"Pretty happy"
"55611","High school",3,2018,"Not too happy"
"55612","High school",1,2018,"Very happy"
"55613","High school",3,2018,"Not too happy"
"55614","High school",1,2018,"Very happy"
"55615","Graduate",2,2018,"Pretty happy"
"55616","Associate/junior college",2,2018,"Pretty happy"
"55617","Bachelor's",2,2018,"Pretty happy"
"55618","Bachelor's",3,2018,"Not too happy"
"55619","Bachelor's",2,2018,"Pretty happy"
"55620","High school",2,2018,"Pretty happy"
"55621","Associate/junior college",2,2018,"Pretty happy"
"55622","High school",2,2018,"Pretty happy"
"55623","High school",2,2018,"Pretty happy"
"55624","High school",2,2018,"Pretty happy"
"55625","High school",1,2018,"Very happy"
"55626","High school",2,2018,"Pretty happy"
"55627","High school",1,2018,"Very happy"
"55628","High school",1,2018,"Very happy"
"55629","High school",3,2018,"Not too happy"
"55630","Associate/junior college",2,2018,"Pretty happy"
"55631","Bachelor's",1,2018,"Very happy"
"55632","Bachelor's",1,2018,"Very happy"
"55633","Bachelor's",2,2018,"Pretty happy"
"55634","Graduate",2,2018,"Pretty happy"
"55635","Bachelor's",2,2018,"Pretty happy"
"55636","Bachelor's",1,2018,"Very happy"
"55637","High school",2,2018,"Pretty happy"
"55638","High school",1,2018,"Very happy"
"55639","High school",2,2018,"Pretty happy"
"55640","High school",1,2018,"Very happy"
"55641","High school",2,2018,"Pretty happy"
"55642","Less than high school",2,2018,"Pretty happy"
"55643","High school",1,2018,"Very happy"
"55644","High school",2,2018,"Pretty happy"
"55645","High school",2,2018,"Pretty happy"
"55646","High school",1,2018,"Very happy"
"55647","High school",2,2018,"Pretty happy"
"55648","High school",1,2018,"Very happy"
"55649","Graduate",1,2018,"Very happy"
"55650","Bachelor's",1,2018,"Very happy"
"55651","High school",2,2018,"Pretty happy"
"55652","Less than high school",3,2018,"Not too happy"
"55653","Less than high school",1,2018,"Very happy"
"55654","Bachelor's",1,2018,"Very happy"
"55655","Graduate",2,2018,"Pretty happy"
"55656","Associate/junior college",2,2018,"Pretty happy"
"55657","High school",3,2018,"Not too happy"
"55658","High school",2,2018,"Pretty happy"
"55659","Associate/junior college",2,2018,"Pretty happy"
"55660","High school",2,2018,"Pretty happy"
"55661","High school",2,2018,"Pretty happy"
"55662","High school",2,2018,"Pretty happy"
"55663","High school",2,2018,"Pretty happy"
"55664","High school",2,2018,"Pretty happy"
"55665","High school",2,2018,"Pretty happy"
"55666","Associate/junior college",1,2018,"Very happy"
"55667","Bachelor's",2,2018,"Pretty happy"
"55668","High school",1,2018,"Very happy"
"55669","High school",2,2018,"Pretty happy"
"55670","Graduate",2,2018,"Pretty happy"
"55671","High school",2,2018,"Pretty happy"
"55672","Less than high school",2,2018,"Pretty happy"
"55673","High school",3,2018,"Not too happy"
"55674","High school",2,2018,"Pretty happy"
"55675","High school",1,2018,"Very happy"
"55676","Bachelor's",3,2018,"Not too happy"
"55677","Associate/junior college",2,2018,"Pretty happy"
"55678","High school",3,2018,"Not too happy"
"55679","High school",2,2018,"Pretty happy"
"55680","High school",2,2018,"Pretty happy"
"55681","Bachelor's",1,2018,"Very happy"
"55682","Associate/junior college",1,2018,"Very happy"
"55683","High school",3,2018,"Not too happy"
"55684","Bachelor's",2,2018,"Pretty happy"
"55685","Bachelor's",1,2018,"Very happy"
"55686","Graduate",2,2018,"Pretty happy"
"55687","Graduate",1,2018,"Very happy"
"55688","Bachelor's",2,2018,"Pretty happy"
"55689","High school",1,2018,"Very happy"
"55690","Bachelor's",2,2018,"Pretty happy"
"55691","Bachelor's",2,2018,"Pretty happy"
"55692","High school",2,2018,"Pretty happy"
"55693","Bachelor's",1,2018,"Very happy"
"55694","Bachelor's",2,2018,"Pretty happy"
"55695","Associate/junior college",1,2018,"Very happy"
"55696","High school",1,2018,"Very happy"
"55697","High school",2,2018,"Pretty happy"
"55698","Bachelor's",1,2018,"Very happy"
"55699","High school",3,2018,"Not too happy"
"55700","High school",2,2018,"Pretty happy"
"55701","High school",3,2018,"Not too happy"
"55702","Bachelor's",3,2018,"Not too happy"
"55703","Associate/junior college",2,2018,"Pretty happy"
"55704","High school",1,2018,"Very happy"
"55705","Bachelor's",2,2018,"Pretty happy"
"55706","Graduate",2,2018,"Pretty happy"
"55707","Less than high school",3,2018,"Not too happy"
"55708","High school",2,2018,"Pretty happy"
"55709","Less than high school",2,2018,"Pretty happy"
"55710","High school",2,2018,"Pretty happy"
"55711","High school",1,2018,"Very happy"
"55712","High school",2,2018,"Pretty happy"
"55713","High school",3,2018,"Not too happy"
"55714","Bachelor's",2,2018,"Pretty happy"
"55715","High school",3,2018,"Not too happy"
"55716","High school",2,2018,"Pretty happy"
"55717","High school",1,2018,"Very happy"
"55718","Graduate",1,2018,"Very happy"
"55719","Bachelor's",2,2018,"Pretty happy"
"55720","High school",2,2018,"Pretty happy"
"55721","Graduate",2,2018,"Pretty happy"
"55722","Bachelor's",1,2018,"Very happy"
"55723","High school",3,2018,"Not too happy"
"55724","Associate/junior college",2,2018,"Pretty happy"
"55725","Graduate",2,2018,"Pretty happy"
"55726","High school",2,2018,"Pretty happy"
"55727","High school",2,2018,"Pretty happy"
"55728","High school",2,2018,"Pretty happy"
"55729","High school",2,2018,"Pretty happy"
"55730","High school",2,2018,"Pretty happy"
"55731","High school",2,2018,"Pretty happy"
"55732","Associate/junior college",3,2018,"Not too happy"
"55733","Associate/junior college",2,2018,"Pretty happy"
"55734","High school",2,2018,"Pretty happy"
"55735","Bachelor's",2,2018,"Pretty happy"
"55736","High school",3,2018,"Not too happy"
"55737","High school",2,2018,"Pretty happy"
"55738","High school",3,2018,"Not too happy"
"55739","Bachelor's",2,2018,"Pretty happy"
"55740","Bachelor's",2,2018,"Pretty happy"
"55741","Graduate",1,2018,"Very happy"
"55742","High school",1,2018,"Very happy"
"55743","High school",1,2018,"Very happy"
"55744","High school",1,2018,"Very happy"
"55745","High school",2,2018,"Pretty happy"
"55746","High school",2,2018,"Pretty happy"
"55747","Bachelor's",1,2018,"Very happy"
"55748","Bachelor's",3,2018,"Not too happy"
"55749","High school",3,2018,"Not too happy"
"55750","High school",2,2018,"Pretty happy"
"55751","Bachelor's",2,2018,"Pretty happy"
"55752","Less than high school",1,2018,"Very happy"
"55753","Graduate",2,2018,"Pretty happy"
"55754","Bachelor's",2,2018,"Pretty happy"
"55755","High school",2,2018,"Pretty happy"
"55756","Less than high school",1,2018,"Very happy"
"55757","High school",1,2018,"Very happy"
"55758","High school",2,2018,"Pretty happy"
"55759","High school",1,2018,"Very happy"
"55760","High school",2,2018,"Pretty happy"
"55761","Graduate",1,2018,"Very happy"
"55762","Bachelor's",2,2018,"Pretty happy"
"55763","High school",2,2018,"Pretty happy"
"55764","High school",2,2018,"Pretty happy"
"55765","Bachelor's",1,2018,"Very happy"
"55766","High school",1,2018,"Very happy"
"55767","Bachelor's",2,2018,"Pretty happy"
"55768","Graduate",1,2018,"Very happy"
"55769","High school",1,2018,"Very happy"
"55770","Bachelor's",2,2018,"Pretty happy"
"55771","High school",1,2018,"Very happy"
"55772","Bachelor's",1,2018,"Very happy"
"55773","High school",1,2018,"Very happy"
"55774","Less than high school",2,2018,"Pretty happy"
"55775","High school",2,2018,"Pretty happy"
"55776","High school",1,2018,"Very happy"
"55777","High school",2,2018,"Pretty happy"
"55778","High school",1,2018,"Very happy"
"55779","High school",2,2018,"Pretty happy"
"55780","High school",1,2018,"Very happy"
"55781","Bachelor's",1,2018,"Very happy"
"55782","High school",2,2018,"Pretty happy"
"55783","Less than high school",2,2018,"Pretty happy"
"55784","Less than high school",1,2018,"Very happy"
"55785","High school",2,2018,"Pretty happy"
"55786","High school",2,2018,"Pretty happy"
"55787","High school",2,2018,"Pretty happy"
"55788","Graduate",1,2018,"Very happy"
"55789","High school",3,2018,"Not too happy"
"55790","Bachelor's",1,2018,"Very happy"
"55791","High school",3,2018,"Not too happy"
"55792","High school",1,2018,"Very happy"
"55793","Associate/junior college",2,2018,"Pretty happy"
"55794","Bachelor's",2,2018,"Pretty happy"
"55795","Associate/junior college",1,2018,"Very happy"
"55796","Bachelor's",1,2018,"Very happy"
"55797","Bachelor's",2,2018,"Pretty happy"
"55798","Bachelor's",2,2018,"Pretty happy"
"55799","Bachelor's",1,2018,"Very happy"
"55800","Graduate",2,2018,"Pretty happy"
"55801","High school",1,2018,"Very happy"
"55802","High school",2,2018,"Pretty happy"
"55803","High school",1,2018,"Very happy"
"55804","High school",2,2018,"Pretty happy"
"55805","Bachelor's",1,2018,"Very happy"
"55806","Associate/junior college",2,2018,"Pretty happy"
"55807","Bachelor's",1,2018,"Very happy"
"55808","High school",1,2018,"Very happy"
"55809","Associate/junior college",1,2018,"Very happy"
"55810","High school",2,2018,"Pretty happy"
"55811","Bachelor's",2,2018,"Pretty happy"
"55812","Bachelor's",2,2018,"Pretty happy"
"55813","Bachelor's",1,2018,"Very happy"
"55814","Graduate",1,2018,"Very happy"
"55815","Bachelor's",1,2018,"Very happy"
"55816","High school",2,2018,"Pretty happy"
"55817","Bachelor's",2,2018,"Pretty happy"
"55818","Graduate",1,2018,"Very happy"
"55819","Less than high school",1,2018,"Very happy"
"55820","Bachelor's",1,2018,"Very happy"
"55821","Bachelor's",1,2018,"Very happy"
"55822","Bachelor's",2,2018,"Pretty happy"
"55823","High school",2,2018,"Pretty happy"
"55824","High school",2,2018,"Pretty happy"
"55825","High school",2,2018,"Pretty happy"
"55826","High school",2,2018,"Pretty happy"
"55827","High school",3,2018,"Not too happy"
"55828","High school",1,2018,"Very happy"
"55829","Associate/junior college",2,2018,"Pretty happy"
"55830","Bachelor's",1,2018,"Very happy"
"55831","Associate/junior college",2,2018,"Pretty happy"
"55832","High school",2,2018,"Pretty happy"
"55833","High school",1,2018,"Very happy"
"55834","High school",1,2018,"Very happy"
"55835","Graduate",2,2018,"Pretty happy"
"55836","Less than high school",2,2018,"Pretty happy"
"55837","Bachelor's",2,2018,"Pretty happy"
"55838","High school",2,2018,"Pretty happy"
"55839","High school",2,2018,"Pretty happy"
"55840","Bachelor's",2,2018,"Pretty happy"
"55841","High school",2,2018,"Pretty happy"
"55842","Less than high school",3,2018,"Not too happy"
"55843","Less than high school",2,2018,"Pretty happy"
"55844","High school",3,2018,"Not too happy"
"55845","Associate/junior college",1,2018,"Very happy"
"55846","High school",1,2018,"Very happy"
"55847","Associate/junior college",1,2018,"Very happy"
"55848","Bachelor's",2,2018,"Pretty happy"
"55849","High school",2,2018,"Pretty happy"
"55850","Bachelor's",1,2018,"Very happy"
"55851","High school",2,2018,"Pretty happy"
"55852","High school",2,2018,"Pretty happy"
"55853","Graduate",2,2018,"Pretty happy"
"55854","Associate/junior college",2,2018,"Pretty happy"
"55855","High school",3,2018,"Not too happy"
"55856","High school",2,2018,"Pretty happy"
"55857","High school",2,2018,"Pretty happy"
"55858","Less than high school",2,2018,"Pretty happy"
"55859","High school",1,2018,"Very happy"
"55860","High school",3,2018,"Not too happy"
"55861","High school",3,2018,"Not too happy"
"55862","High school",1,2018,"Very happy"
"55863","Graduate",2,2018,"Pretty happy"
"55864","High school",1,2018,"Very happy"
"55865","Less than high school",3,2018,"Not too happy"
"55866","Graduate",2,2018,"Pretty happy"
"55867","High school",1,2018,"Very happy"
"55868","Bachelor's",1,2018,"Very happy"
"55869","High school",2,2018,"Pretty happy"
"55870","High school",3,2018,"Not too happy"
"55871","Graduate",1,2018,"Very happy"
"55872","Less than high school",2,2018,"Pretty happy"
"55873","Less than high school",2,2018,"Pretty happy"
"55874","High school",1,2018,"Very happy"
"55875","Less than high school",3,2018,"Not too happy"
"55876","Less than high school",1,2018,"Very happy"
"55877","Associate/junior college",3,2018,"Not too happy"
"55878","High school",3,2018,"Not too happy"
"55879","Bachelor's",2,2018,"Pretty happy"
"55880","Bachelor's",2,2018,"Pretty happy"
"55881","Less than high school",2,2018,"Pretty happy"
"55882","High school",1,2018,"Very happy"
"55883","High school",2,2018,"Pretty happy"
"55884","High school",1,2018,"Very happy"
"55885","High school",2,2018,"Pretty happy"
"55886","High school",3,2018,"Not too happy"
"55887","High school",1,2018,"Very happy"
"55888","Less than high school",1,2018,"Very happy"
"55889","High school",1,2018,"Very happy"
"55890","High school",2,2018,"Pretty happy"
"55891","High school",1,2018,"Very happy"
"55892","High school",3,2018,"Not too happy"
"55893","High school",2,2018,"Pretty happy"
"55894","High school",2,2018,"Pretty happy"
"55895","High school",1,2018,"Very happy"
"55896","High school",2,2018,"Pretty happy"
"55897","Less than high school",3,2018,"Not too happy"
"55898","High school",1,2018,"Very happy"
"55899","Less than high school",2,2018,"Pretty happy"
"55900","High school",2,2018,"Pretty happy"
"55901","Less than high school",2,2018,"Pretty happy"
"55902","High school",2,2018,"Pretty happy"
"55903","High school",2,2018,"Pretty happy"
"55904","Less than high school",2,2018,"Pretty happy"
"55905","High school",2,2018,"Pretty happy"
"55906","Less than high school",2,2018,"Pretty happy"
"55907","High school",1,2018,"Very happy"
"55908","High school",2,2018,"Pretty happy"
"55909","Less than high school",3,2018,"Not too happy"
"55910","Less than high school",3,2018,"Not too happy"
"55911","High school",1,2018,"Very happy"
"55912","High school",2,2018,"Pretty happy"
"55913","High school",2,2018,"Pretty happy"
"55914","Bachelor's",1,2018,"Very happy"
"55915","Associate/junior college",1,2018,"Very happy"
"55916","Bachelor's",3,2018,"Not too happy"
"55917","Graduate",2,2018,"Pretty happy"
"55918","High school",2,2018,"Pretty happy"
"55919","High school",2,2018,"Pretty happy"
"55920","High school",3,2018,"Not too happy"
"55921","Graduate",2,2018,"Pretty happy"
"55922","Associate/junior college",2,2018,"Pretty happy"
"55923","High school",3,2018,"Not too happy"
"55924","High school",2,2018,"Pretty happy"
"55925","High school",1,2018,"Very happy"
"55926","High school",2,2018,"Pretty happy"
"55927","High school",2,2018,"Pretty happy"
"55928","Bachelor's",2,2018,"Pretty happy"
"55929","Associate/junior college",2,2018,"Pretty happy"
