"","Marital_status","Happy_level","Year"
"4858","Never married","Pretty happy",1975
"4859","Married","Very happy",1975
"4860","Married","Pretty happy",1975
"4861","Married","Very happy",1975
"4862","Married","Not too happy",1975
"4863","Married","Pretty happy",1975
"4864","Married","Pretty happy",1975
"4865","Married","Pretty happy",1975
"4866","Never married","Pretty happy",1975
"4867","Married","Very happy",1975
"4868","Married","Very happy",1975
"4869","Married","Pretty happy",1975
"4870","Never married","Very happy",1975
"4871","Married","Very happy",1975
"4872","Married","Pretty happy",1975
"4873","Married","Pretty happy",1975
"4874","Married","Pretty happy",1975
"4875","Married","Not too happy",1975
"4876","Never married","Very happy",1975
"4877","Married","Very happy",1975
"4878","Widowed","Not too happy",1975
"4879","Never married","Pretty happy",1975
"4880","Married","Very happy",1975
"4881","Married","Very happy",1975
"4882","Never married","Pretty happy",1975
"4883","Married","Pretty happy",1975
"4884","Married","Very happy",1975
"4885","Married","Pretty happy",1975
"4886","Never married","Pretty happy",1975
"4887","Widowed","Very happy",1975
"4888","Married","Pretty happy",1975
"4889","Married","Not too happy",1975
"4890","Divorced","Pretty happy",1975
"4891","Married","Pretty happy",1975
"4892","Married","Pretty happy",1975
"4893","Married","Pretty happy",1975
"4894","Married","Pretty happy",1975
"4895","Married","Pretty happy",1975
"4896","Never married","Very happy",1975
"4897","Married","Very happy",1975
"4898","Married","Very happy",1975
"4899","Married","Pretty happy",1975
"4900","Married","Pretty happy",1975
"4901","Married","Pretty happy",1975
"4902","Married","Pretty happy",1975
"4903","Never married","Pretty happy",1975
"4904","Married","Pretty happy",1975
"4905","Married","Pretty happy",1975
"4906","Married","Pretty happy",1975
"4907","Married","Pretty happy",1975
"4908","Married","Very happy",1975
"4909","Married","Pretty happy",1975
"4910","Widowed","Very happy",1975
"4911","Married","Pretty happy",1975
"4912","Never married","Pretty happy",1975
"4913","Never married","Pretty happy",1975
"4914","Married","Very happy",1975
"4915","Married","Very happy",1975
"4916","Married","Pretty happy",1975
"4917","Divorced","Pretty happy",1975
"4918","Married","Very happy",1975
"4919","Married","Pretty happy",1975
"4920","Married","Very happy",1975
"4921","Never married","Very happy",1975
"4922","Married","Very happy",1975
"4923","Never married","Pretty happy",1975
"4924","Married","Pretty happy",1975
"4925","Divorced","Pretty happy",1975
"4926","Married","Pretty happy",1975
"4927","Never married","Pretty happy",1975
"4928","Never married","Pretty happy",1975
"4929","Married","Pretty happy",1975
"4930","Married","Pretty happy",1975
"4931","Divorced","Very happy",1975
"4932","Never married","Pretty happy",1975
"4933","Separated","Pretty happy",1975
"4934","Divorced","Pretty happy",1975
"4935","Married","Pretty happy",1975
"4936","Never married","Pretty happy",1975
"4937","Married","Pretty happy",1975
"4938","Married","Pretty happy",1975
"4939","Married","Pretty happy",1975
"4940","Never married","Very happy",1975
"4941","Married","Not too happy",1975
"4942","Married","Very happy",1975
"4943","Married","Pretty happy",1975
"4944","Married","Very happy",1975
"4945","Married","Very happy",1975
"4946","Divorced","Very happy",1975
"4947","Never married","Pretty happy",1975
"4948","Never married","Not too happy",1975
"4949","Married","Not too happy",1975
"4950","Never married","Pretty happy",1975
"4951","Married","Pretty happy",1975
"4952","Married","Very happy",1975
"4953","Married","Very happy",1975
"4954","Married","Pretty happy",1975
"4955","Married","Pretty happy",1975
"4956","Married","Very happy",1975
"4957","Married","Pretty happy",1975
"4958","Married","Very happy",1975
"4959","Married","Not too happy",1975
"4960","Never married","Pretty happy",1975
"4961","Divorced","Not too happy",1975
"4962","Married","Pretty happy",1975
"4963","Married","Very happy",1975
"4964","Divorced","Pretty happy",1975
"4965","Married","Pretty happy",1975
"4966","Married","Not too happy",1975
"4967","Married","Very happy",1975
"4968","Married","Pretty happy",1975
"4969","Married","Pretty happy",1975
"4970","Married","Very happy",1975
"4971","Married","Not too happy",1975
"4972","Widowed","Pretty happy",1975
"4973","Married","Very happy",1975
"4974","Married","Very happy",1975
"4975","Married","Pretty happy",1975
"4976","Never married","Not too happy",1975
"4977","Divorced","Not too happy",1975
"4978","Widowed","Pretty happy",1975
"4979","Widowed","Very happy",1975
"4980","Never married","Pretty happy",1975
"4981","Never married","Pretty happy",1975
"4982","Separated","Pretty happy",1975
"4983","Married","Pretty happy",1975
"4984","Married","Pretty happy",1975
"4985","Married","Pretty happy",1975
"4986","Married","Pretty happy",1975
"4987","Married","Pretty happy",1975
"4988","Separated","Not too happy",1975
"4989","Divorced","Very happy",1975
"4990","Married","Very happy",1975
"4991","Married","Very happy",1975
"4992","Married","Pretty happy",1975
"4993","Married","Pretty happy",1975
"4994","Never married","Very happy",1975
"4995","Married","Pretty happy",1975
"4996","Separated","Very happy",1975
"4997","Married","Pretty happy",1975
"4998","Married","Very happy",1975
"4999","Divorced","Very happy",1975
"5000","Married","Very happy",1975
"5001","Separated","Pretty happy",1975
"5002","Married","Very happy",1975
"5003","Married","Pretty happy",1975
"5004","Widowed","Pretty happy",1975
"5005","Never married","Very happy",1975
"5006","Married","Pretty happy",1975
"5007","Married","Very happy",1975
"5008","Married","Very happy",1975
"5009","Separated","Pretty happy",1975
"5010","Separated","Very happy",1975
"5011","Separated","Pretty happy",1975
"5012","Widowed","Pretty happy",1975
"5013","Married","Pretty happy",1975
"5014","Married","Very happy",1975
"5015","Married","Not too happy",1975
"5016","Married","Not too happy",1975
"5017","Married","Very happy",1975
"5018","Married","Very happy",1975
"5019","Married","Pretty happy",1975
"5020","Married","Very happy",1975
"5021","Married","Very happy",1975
"5022","Married","Pretty happy",1975
"5023","Never married","Very happy",1975
"5024","Married","Pretty happy",1975
"5025","Never married","Not too happy",1975
"5026","Never married","Pretty happy",1975
"5027","Widowed","Pretty happy",1975
"5028","Married","Very happy",1975
"5029","Married","Pretty happy",1975
"5030","Divorced","Very happy",1975
"5031","Married","Pretty happy",1975
"5032","Married","Pretty happy",1975
"5033","Married","Pretty happy",1975
"5034","Married","Pretty happy",1975
"5035","Married","Very happy",1975
"5036","Widowed","Not too happy",1975
"5037","Never married","Pretty happy",1975
"5038","Married","Very happy",1975
"5039","Married","Pretty happy",1975
"5040","Married","Very happy",1975
"5041","Married","Pretty happy",1975
"5042","Married","Pretty happy",1975
"5043","Married","Very happy",1975
"5044","Married","Pretty happy",1975
"5045","Married","Very happy",1975
"5046","Married","Very happy",1975
"5047","Married","Very happy",1975
"5048","Married","Not too happy",1975
"5049","Never married","Very happy",1975
"5050","Married","Pretty happy",1975
"5051","Married","Very happy",1975
"5052","Married","Very happy",1975
"5053","Never married","Pretty happy",1975
"5054","Never married","Pretty happy",1975
"5055","Married","Pretty happy",1975
"5056","Never married","Pretty happy",1975
"5057","Married","Pretty happy",1975
"5058","Married","Pretty happy",1975
"5059","Married","Pretty happy",1975
"5060","Married","Very happy",1975
"5061","Never married","Not too happy",1975
"5062","Never married","Not too happy",1975
"5063","Separated","Pretty happy",1975
"5064","Married","Very happy",1975
"5065","Married","Pretty happy",1975
"5066","Married","Pretty happy",1975
"5067","Never married","Pretty happy",1975
"5068","Married","Very happy",1975
"5069","Married","Very happy",1975
"5070","Married","Pretty happy",1975
"5071","Married","Very happy",1975
"5072","Married","Pretty happy",1975
"5073","Married","Pretty happy",1975
"5074","Married","Very happy",1975
"5075","Married","Pretty happy",1975
"5076","Married","Very happy",1975
"5077","Widowed","Pretty happy",1975
"5078","Married","Very happy",1975
"5079","Married","Pretty happy",1975
"5080","Married","Pretty happy",1975
"5081","Married","Pretty happy",1975
"5082","Married","Pretty happy",1975
"5083","Married","Very happy",1975
"5084","Married","Very happy",1975
"5085","Married","Not too happy",1975
"5086","Married","Pretty happy",1975
"5087","Married","Pretty happy",1975
"5088","Married","Pretty happy",1975
"5089","Married","Not too happy",1975
"5090","Married","Pretty happy",1975
"5091","Married","Very happy",1975
"5092","Married","Pretty happy",1975
"5093","Married","Very happy",1975
"5094","Married","Very happy",1975
"5095","Married","Very happy",1975
"5096","Married","Not too happy",1975
"5097","Married","Pretty happy",1975
"5098","Married","Pretty happy",1975
"5099","Married","Very happy",1975
"5100","Married","Pretty happy",1975
"5101","Widowed","Pretty happy",1975
"5102","Married","Very happy",1975
"5103","Separated","Very happy",1975
"5104","Married","Pretty happy",1975
"5105","Never married","Pretty happy",1975
"5106","Married","Very happy",1975
"5107","Married","Very happy",1975
"5108","Married","Very happy",1975
"5109","Never married","Not too happy",1975
"5110","Separated","Pretty happy",1975
"5111","Never married","Pretty happy",1975
"5112","Married","Not too happy",1975
"5113","Married","Very happy",1975
"5114","Married","Pretty happy",1975
"5115","Married","Very happy",1975
"5116","Married","Very happy",1975
"5117","Married","Pretty happy",1975
"5118","Never married","Very happy",1975
"5119","Married","Not too happy",1975
"5120","Widowed","Pretty happy",1975
"5121","Widowed","Very happy",1975
"5122","Married","Very happy",1975
"5123","Married","Very happy",1975
"5124","Married","Very happy",1975
"5125","Married","Very happy",1975
"5126","Never married","Pretty happy",1975
"5127","Never married","Pretty happy",1975
"5128","Married","Pretty happy",1975
"5129","Married","Pretty happy",1975
"5130","Married","Pretty happy",1975
"5131","Married","Not too happy",1975
"5132","Married","Pretty happy",1975
"5133","Married","Pretty happy",1975
"5134","Divorced","Pretty happy",1975
"5135","Never married","Not too happy",1975
"5136","Never married","Pretty happy",1975
"5137","Widowed","Pretty happy",1975
"5138","Married","Pretty happy",1975
"5139","Divorced","Pretty happy",1975
"5140","Married","Very happy",1975
"5141","Married","Pretty happy",1975
"5142","Married","Not too happy",1975
"5143","Married","Very happy",1975
"5144","Married","Not too happy",1975
"5145","Married","Not too happy",1975
"5146","Never married","Not too happy",1975
"5147","Never married","Pretty happy",1975
"5148","Married","Not too happy",1975
"5149","Married","Pretty happy",1975
"5150","Married","Pretty happy",1975
"5151","Married","Pretty happy",1975
"5152","Married","Very happy",1975
"5153","Never married","Pretty happy",1975
"5154","Married","Not too happy",1975
"5155","Married","Pretty happy",1975
"5156","Married","Pretty happy",1975
"5157","Divorced","Pretty happy",1975
"5158","Married","Not too happy",1975
"5159","Married","Pretty happy",1975
"5160","Married","Very happy",1975
"5161","Married","Very happy",1975
"5162","Married","Very happy",1975
"5163","Married","Very happy",1975
"5164","Married","Not too happy",1975
"5165","Widowed","Not too happy",1975
"5166","Married","Pretty happy",1975
"5167","Married","Pretty happy",1975
"5168","Widowed","Pretty happy",1975
"5169","Married","Pretty happy",1975
"5170","Widowed","Pretty happy",1975
"5171","Separated","Not too happy",1975
"5172","Married","Pretty happy",1975
"5173","Married","Pretty happy",1975
"5174","Married","Pretty happy",1975
"5175","Married","Pretty happy",1975
"5176","Married","Pretty happy",1975
"5177","Married","Not too happy",1975
"5178","Married","Pretty happy",1975
"5179","Married","Not too happy",1975
"5180","Married","Pretty happy",1975
"5181","Married","Pretty happy",1975
"5182","Never married","Pretty happy",1975
"5183","Widowed","Pretty happy",1975
"5184","Married","Pretty happy",1975
"5185","Married","Pretty happy",1975
"5186","Divorced","Not too happy",1975
"5187","Never married","Pretty happy",1975
"5188","Married","Very happy",1975
"5189","Widowed","Pretty happy",1975
"5190","Married","Very happy",1975
"5191","Married","Very happy",1975
"5192","Widowed","Not too happy",1975
"5193","Never married","Pretty happy",1975
"5194","Never married","Pretty happy",1975
"5195","Widowed","Pretty happy",1975
"5196","Married","Pretty happy",1975
"5197","Married","Pretty happy",1975
"5198","Never married","Not too happy",1975
"5199","Widowed","Pretty happy",1975
"5200","Never married","Pretty happy",1975
"5201","Married","Very happy",1975
"5202","Married","Not too happy",1975
"5203","Married","Pretty happy",1975
"5204","Married","Very happy",1975
"5205","Married","Very happy",1975
"5206","Married","Pretty happy",1975
"5207","Married","Pretty happy",1975
"5208","Never married","Pretty happy",1975
"5209","Married","Pretty happy",1975
"5210","Divorced","Pretty happy",1975
"5211","Widowed","Pretty happy",1975
"5212","Never married","Pretty happy",1975
"5213","Widowed","Pretty happy",1975
"5214","Never married","Not too happy",1975
"5215","Married","Very happy",1975
"5216","Married","Very happy",1975
"5217","Married","Very happy",1975
